,type,name,salary,score,contract,include,exclude,locked,points,i
1,driver,Norris,28.6,155,,1.0,,False,852,93072
2,driver,Leclerc,27.2,144,,,,False,852,93072
3,driver,Hamilton,25.8,140,,,,False,852,93072
4,driver,Piastri,24.4,131,,,,False,852,93072
11,driver,Sainz,14.6,192,,1.0,,False,852,93072
26,team,Williams,13.2,90,,1.0,,False,852,92381
1,driver,Norris,28.6,155,,1.0,,False,852,92381
2,driver,Leclerc,27.2,144,,,,False,852,92381
3,driver,Hamilton,25.8,140,,,,False,852,92381
4,driver,Piastri,24.4,131,,,,False,852,92381
11,driver,Sainz,14.6,192,,1.0,,False,852,92381
26,team,Williams,13.2,90,,1.0,,False,852,92262
1,driver,Norris,28.6,155,,1.0,,False,852,92262
2,driver,Leclerc,27.2,144,,,,False,852,92262
3,driver,Hamilton,25.8,140,,,,False,852,92262
4,driver,Piastri,24.4,131,,,,False,852,92262
11,driver,Sainz,14.6,192,,1.0,,False,852,92262
26,team,Williams,13.2,90,,1.0,,False,852,92188
1,driver,Norris,28.6,155,,1.0,,False,852,92188
2,driver,Leclerc,27.2,144,,,,False,852,92188
3,driver,Hamilton,25.8,140,,,,False,852,92188
4,driver,Piastri,24.4,131,,,,False,852,92188
11,driver,Sainz,14.6,192,,1.0,,False,852,92188
26,team,Williams,13.2,90,,1.0,,False,852,92142
1,driver,Norris,28.6,155,,1.0,,False,852,92142
2,driver,Leclerc,27.2,144,,,,False,852,92142
3,driver,Hamilton,25.8,140,,,,False,852,92142
4,driver,Piastri,24.4,131,,,,False,852,92142
11,driver,Sainz,14.6,192,,1.0,,False,852,92142
26,team,Williams,13.2,90,,1.0,,False,852,91603
1,driver,Norris,28.6,155,,1.0,,False,852,91603
2,driver,Leclerc,27.2,144,,,,False,852,91603
3,driver,Hamilton,25.8,140,,,,False,852,91603
4,driver,Piastri,24.4,131,,,,False,852,91603
11,driver,Sainz,14.6,192,,1.0,,False,852,91603
26,team,Williams,13.2,90,,1.0,,False,852,91207
1,driver,Norris,28.6,155,,1.0,,False,852,91207
2,driver,Leclerc,27.2,144,,,,False,852,91207
3,driver,Hamilton,25.8,140,,,,False,852,91207
4,driver,Piastri,24.4,131,,,,False,852,91207
11,driver,Sainz,14.6,192,,1.0,,False,852,91207
26,team,Williams,13.2,90,,1.0,,False,852,91020
1,driver,Norris,28.6,155,,1.0,,False,852,91020
2,driver,Leclerc,27.2,144,,,,False,852,91020
3,driver,Hamilton,25.8,140,,,,False,852,91020
4,driver,Piastri,24.4,131,,,,False,852,91020
11,driver,Sainz,14.6,192,,1.0,,False,852,91020
26,team,Williams,13.2,90,,1.0,,False,852,90763
1,driver,Norris,28.6,155,,1.0,,False,852,90763
2,driver,Leclerc,27.2,144,,,,False,852,90763
3,driver,Hamilton,25.8,140,,,,False,852,90763
4,driver,Piastri,24.4,131,,,,False,852,90763
11,driver,Sainz,14.6,192,,1.0,,False,852,90763
26,team,Williams,13.2,90,,1.0,,False,852,90735
1,driver,Norris,28.6,155,,1.0,,False,852,90735
2,driver,Leclerc,27.2,144,,,,False,852,90735
3,driver,Hamilton,25.8,140,,,,False,852,90735
4,driver,Piastri,24.4,131,,,,False,852,90735
11,driver,Sainz,14.6,192,,1.0,,False,852,90735
26,team,Williams,13.2,90,,1.0,,False,852,90163
1,driver,Norris,28.6,155,,1.0,,False,852,90163
2,driver,Leclerc,27.2,144,,,,False,852,90163
3,driver,Hamilton,25.8,140,,,,False,852,90163
4,driver,Piastri,24.4,131,,,,False,852,90163
11,driver,Sainz,14.6,192,,1.0,,False,852,90163
26,team,Williams,13.2,90,,1.0,,False,852,89817
1,driver,Norris,28.6,155,,1.0,,False,852,89817
2,driver,Leclerc,27.2,144,,,,False,852,89817
3,driver,Hamilton,25.8,140,,,,False,852,89817
4,driver,Piastri,24.4,131,,,,False,852,89817
11,driver,Sainz,14.6,192,,1.0,,False,852,89817
26,team,Williams,13.2,90,,1.0,,False,852,89386
1,driver,Norris,28.6,155,,1.0,,False,852,89386
2,driver,Leclerc,27.2,144,,,,False,852,89386
3,driver,Hamilton,25.8,140,,,,False,852,89386
4,driver,Piastri,24.4,131,,,,False,852,89386
11,driver,Sainz,14.6,192,,1.0,,False,852,89386
26,team,Williams,13.2,90,,1.0,,False,852,88923
1,driver,Norris,28.6,155,,1.0,,False,852,88923
2,driver,Leclerc,27.2,144,,,,False,852,88923
3,driver,Hamilton,25.8,140,,,,False,852,88923
4,driver,Piastri,24.4,131,,,,False,852,88923
11,driver,Sainz,14.6,192,,1.0,,False,852,88923
26,team,Williams,13.2,90,,1.0,,False,852,88706
1,driver,Norris,28.6,155,,1.0,,False,852,88706
2,driver,Leclerc,27.2,144,,,,False,852,88706
3,driver,Hamilton,25.8,140,,,,False,852,88706
4,driver,Piastri,24.4,131,,,,False,852,88706
11,driver,Sainz,14.6,192,,1.0,,False,852,88706
26,team,Williams,13.2,90,,1.0,,False,852,87386
1,driver,Norris,28.6,155,,1.0,,False,852,87386
2,driver,Leclerc,27.2,144,,,,False,852,87386
3,driver,Hamilton,25.8,140,,,,False,852,87386
4,driver,Piastri,24.4,131,,,,False,852,87386
11,driver,Sainz,14.6,192,,1.0,,False,852,87386
26,team,Williams,13.2,90,,1.0,,False,852,87145
1,driver,Norris,28.6,155,,1.0,,False,852,87145
2,driver,Leclerc,27.2,144,,,,False,852,87145
3,driver,Hamilton,25.8,140,,,,False,852,87145
4,driver,Piastri,24.4,131,,,,False,852,87145
11,driver,Sainz,14.6,192,,1.0,,False,852,87145
26,team,Williams,13.2,90,,1.0,,False,852,86847
1,driver,Norris,28.6,155,,1.0,,False,852,86847
2,driver,Leclerc,27.2,144,,,,False,852,86847
3,driver,Hamilton,25.8,140,,,,False,852,86847
4,driver,Piastri,24.4,131,,,,False,852,86847
11,driver,Sainz,14.6,192,,1.0,,False,852,86847
26,team,Williams,13.2,90,,1.0,,False,852,86610
1,driver,Norris,28.6,155,,1.0,,False,852,86610
2,driver,Leclerc,27.2,144,,,,False,852,86610
3,driver,Hamilton,25.8,140,,,,False,852,86610
4,driver,Piastri,24.4,131,,,,False,852,86610
11,driver,Sainz,14.6,192,,1.0,,False,852,86610
26,team,Williams,13.2,90,,1.0,,False,852,86311
1,driver,Norris,28.6,155,,1.0,,False,852,86311
2,driver,Leclerc,27.2,144,,,,False,852,86311
3,driver,Hamilton,25.8,140,,,,False,852,86311
4,driver,Piastri,24.4,131,,,,False,852,86311
11,driver,Sainz,14.6,192,,1.0,,False,852,86311
26,team,Williams,13.2,90,,1.0,,False,852,85298
1,driver,Norris,28.6,155,,1.0,,False,852,85298
2,driver,Leclerc,27.2,144,,,,False,852,85298
3,driver,Hamilton,25.8,140,,,,False,852,85298
4,driver,Piastri,24.4,131,,,,False,852,85298
11,driver,Sainz,14.6,192,,1.0,,False,852,85298
26,team,Williams,13.2,90,,1.0,,False,852,84426
1,driver,Norris,28.6,155,,1.0,,False,852,84426
2,driver,Leclerc,27.2,144,,,,False,852,84426
3,driver,Hamilton,25.8,140,,,,False,852,84426
4,driver,Piastri,24.4,131,,,,False,852,84426
11,driver,Sainz,14.6,192,,1.0,,False,852,84426
26,team,Williams,13.2,90,,1.0,,False,852,83248
1,driver,Norris,28.6,155,,1.0,,False,852,83248
2,driver,Leclerc,27.2,144,,,,False,852,83248
3,driver,Hamilton,25.8,140,,,,False,852,83248
4,driver,Piastri,24.4,131,,,,False,852,83248
11,driver,Sainz,14.6,192,,1.0,,False,852,83248
26,team,Williams,13.2,90,,1.0,,False,852,83162
1,driver,Norris,28.6,155,,1.0,,False,852,83162
2,driver,Leclerc,27.2,144,,,,False,852,83162
3,driver,Hamilton,25.8,140,,,,False,852,83162
4,driver,Piastri,24.4,131,,,,False,852,83162
11,driver,Sainz,14.6,192,,1.0,,False,852,83162
26,team,Williams,13.2,90,,1.0,,False,852,82490
1,driver,Norris,28.6,155,,1.0,,False,852,82490
2,driver,Leclerc,27.2,144,,,,False,852,82490
3,driver,Hamilton,25.8,140,,,,False,852,82490
4,driver,Piastri,24.4,131,,,,False,852,82490
11,driver,Sainz,14.6,192,,1.0,,False,852,82490
26,team,Williams,13.2,90,,1.0,,False,852,82070
1,driver,Norris,28.6,155,,1.0,,False,852,82070
2,driver,Leclerc,27.2,144,,,,False,852,82070
3,driver,Hamilton,25.8,140,,,,False,852,82070
4,driver,Piastri,24.4,131,,,,False,852,82070
11,driver,Sainz,14.6,192,,1.0,,False,852,82070
26,team,Williams,13.2,90,,1.0,,False,852,81794
1,driver,Norris,28.6,155,,1.0,,False,852,81794
2,driver,Leclerc,27.2,144,,,,False,852,81794
3,driver,Hamilton,25.8,140,,,,False,852,81794
4,driver,Piastri,24.4,131,,,,False,852,81794
11,driver,Sainz,14.6,192,,1.0,,False,852,81794
26,team,Williams,13.2,90,,1.0,,False,852,80388
1,driver,Norris,28.6,155,,1.0,,False,852,80388
2,driver,Leclerc,27.2,144,,,,False,852,80388
3,driver,Hamilton,25.8,140,,,,False,852,80388
4,driver,Piastri,24.4,131,,,,False,852,80388
11,driver,Sainz,14.6,192,,1.0,,False,852,80388
26,team,Williams,13.2,90,,1.0,,False,852,79929
1,driver,Norris,28.6,155,,1.0,,False,852,79929
2,driver,Leclerc,27.2,144,,,,False,852,79929
3,driver,Hamilton,25.8,140,,,,False,852,79929
4,driver,Piastri,24.4,131,,,,False,852,79929
11,driver,Sainz,14.6,192,,1.0,,False,852,79929
26,team,Williams,13.2,90,,1.0,,False,852,78670
1,driver,Norris,28.6,155,,1.0,,False,852,78670
2,driver,Leclerc,27.2,144,,,,False,852,78670
3,driver,Hamilton,25.8,140,,,,False,852,78670
4,driver,Piastri,24.4,131,,,,False,852,78670
11,driver,Sainz,14.6,192,,1.0,,False,852,78670
26,team,Williams,13.2,90,,1.0,,False,852,76640
1,driver,Norris,28.6,155,,1.0,,False,852,76640
2,driver,Leclerc,27.2,144,,,,False,852,76640
3,driver,Hamilton,25.8,140,,,,False,852,76640
4,driver,Piastri,24.4,131,,,,False,852,76640
11,driver,Sainz,14.6,192,,1.0,,False,852,76640
26,team,Williams,13.2,90,,1.0,,False,852,76461
1,driver,Norris,28.6,155,,1.0,,False,852,76461
2,driver,Leclerc,27.2,144,,,,False,852,76461
3,driver,Hamilton,25.8,140,,,,False,852,76461
4,driver,Piastri,24.4,131,,,,False,852,76461
11,driver,Sainz,14.6,192,,1.0,,False,852,76461
26,team,Williams,13.2,90,,1.0,,False,852,76305
1,driver,Norris,28.6,155,,1.0,,False,852,76305
2,driver,Leclerc,27.2,144,,,,False,852,76305
3,driver,Hamilton,25.8,140,,,,False,852,76305
4,driver,Piastri,24.4,131,,,,False,852,76305
11,driver,Sainz,14.6,192,,1.0,,False,852,76305
26,team,Williams,13.2,90,,1.0,,False,852,76210
1,driver,Norris,28.6,155,,1.0,,False,852,76210
2,driver,Leclerc,27.2,144,,,,False,852,76210
3,driver,Hamilton,25.8,140,,,,False,852,76210
4,driver,Piastri,24.4,131,,,,False,852,76210
11,driver,Sainz,14.6,192,,1.0,,False,852,76210
26,team,Williams,13.2,90,,1.0,,False,852,75498
1,driver,Norris,28.6,155,,1.0,,False,852,75498
2,driver,Leclerc,27.2,144,,,,False,852,75498
3,driver,Hamilton,25.8,140,,,,False,852,75498
4,driver,Piastri,24.4,131,,,,False,852,75498
11,driver,Sainz,14.6,192,,1.0,,False,852,75498
26,team,Williams,13.2,90,,1.0,,False,852,75437
1,driver,Norris,28.6,155,,1.0,,False,852,75437
2,driver,Leclerc,27.2,144,,,,False,852,75437
3,driver,Hamilton,25.8,140,,,,False,852,75437
4,driver,Piastri,24.4,131,,,,False,852,75437
11,driver,Sainz,14.6,192,,1.0,,False,852,75437
26,team,Williams,13.2,90,,1.0,,False,852,75050
1,driver,Norris,28.6,155,,1.0,,False,852,75050
2,driver,Leclerc,27.2,144,,,,False,852,75050
3,driver,Hamilton,25.8,140,,,,False,852,75050
4,driver,Piastri,24.4,131,,,,False,852,75050
11,driver,Sainz,14.6,192,,1.0,,False,852,75050
26,team,Williams,13.2,90,,1.0,,False,852,74982
1,driver,Norris,28.6,155,,1.0,,False,852,74982
2,driver,Leclerc,27.2,144,,,,False,852,74982
3,driver,Hamilton,25.8,140,,,,False,852,74982
4,driver,Piastri,24.4,131,,,,False,852,74982
11,driver,Sainz,14.6,192,,1.0,,False,852,74982
26,team,Williams,13.2,90,,1.0,,False,852,74360
1,driver,Norris,28.6,155,,1.0,,False,852,74360
2,driver,Leclerc,27.2,144,,,,False,852,74360
3,driver,Hamilton,25.8,140,,,,False,852,74360
4,driver,Piastri,24.4,131,,,,False,852,74360
11,driver,Sainz,14.6,192,,1.0,,False,852,74360
26,team,Williams,13.2,90,,1.0,,False,852,73300
1,driver,Norris,28.6,155,,1.0,,False,852,73300
2,driver,Leclerc,27.2,144,,,,False,852,73300
3,driver,Hamilton,25.8,140,,,,False,852,73300
4,driver,Piastri,24.4,131,,,,False,852,73300
11,driver,Sainz,14.6,192,,1.0,,False,852,73300
26,team,Williams,13.2,90,,1.0,,False,852,71185
1,driver,Norris,28.6,155,,1.0,,False,852,71185
2,driver,Leclerc,27.2,144,,,,False,852,71185
3,driver,Hamilton,25.8,140,,,,False,852,71185
4,driver,Piastri,24.4,131,,,,False,852,71185
11,driver,Sainz,14.6,192,,1.0,,False,852,71185
26,team,Williams,13.2,90,,1.0,,False,852,69836
1,driver,Norris,28.6,155,,1.0,,False,852,69836
2,driver,Leclerc,27.2,144,,,,False,852,69836
3,driver,Hamilton,25.8,140,,,,False,852,69836
4,driver,Piastri,24.4,131,,,,False,852,69836
11,driver,Sainz,14.6,192,,1.0,,False,852,69836
26,team,Williams,13.2,90,,1.0,,False,852,69268
1,driver,Norris,28.6,155,,1.0,,False,852,69268
2,driver,Leclerc,27.2,144,,,,False,852,69268
3,driver,Hamilton,25.8,140,,,,False,852,69268
4,driver,Piastri,24.4,131,,,,False,852,69268
11,driver,Sainz,14.6,192,,1.0,,False,852,69268
26,team,Williams,13.2,90,,1.0,,False,852,67968
1,driver,Norris,28.6,155,,1.0,,False,852,67968
2,driver,Leclerc,27.2,144,,,,False,852,67968
3,driver,Hamilton,25.8,140,,,,False,852,67968
4,driver,Piastri,24.4,131,,,,False,852,67968
11,driver,Sainz,14.6,192,,1.0,,False,852,67968
26,team,Williams,13.2,90,,1.0,,False,852,67579
1,driver,Norris,28.6,155,,1.0,,False,852,67579
2,driver,Leclerc,27.2,144,,,,False,852,67579
3,driver,Hamilton,25.8,140,,,,False,852,67579
4,driver,Piastri,24.4,131,,,,False,852,67579
11,driver,Sainz,14.6,192,,1.0,,False,852,67579
26,team,Williams,13.2,90,,1.0,,False,852,66316
1,driver,Norris,28.6,155,,1.0,,False,852,66316
2,driver,Leclerc,27.2,144,,,,False,852,66316
3,driver,Hamilton,25.8,140,,,,False,852,66316
4,driver,Piastri,24.4,131,,,,False,852,66316
11,driver,Sainz,14.6,192,,1.0,,False,852,66316
26,team,Williams,13.2,90,,1.0,,False,852,65463
1,driver,Norris,28.6,155,,1.0,,False,852,65463
2,driver,Leclerc,27.2,144,,,,False,852,65463
3,driver,Hamilton,25.8,140,,,,False,852,65463
4,driver,Piastri,24.4,131,,,,False,852,65463
11,driver,Sainz,14.6,192,,1.0,,False,852,65463
26,team,Williams,13.2,90,,1.0,,False,852,64180
1,driver,Norris,28.6,155,,1.0,,False,852,64180
2,driver,Leclerc,27.2,144,,,,False,852,64180
3,driver,Hamilton,25.8,140,,,,False,852,64180
4,driver,Piastri,24.4,131,,,,False,852,64180
11,driver,Sainz,14.6,192,,1.0,,False,852,64180
26,team,Williams,13.2,90,,1.0,,False,852,63333
1,driver,Norris,28.6,155,,1.0,,False,852,63333
2,driver,Leclerc,27.2,144,,,,False,852,63333
3,driver,Hamilton,25.8,140,,,,False,852,63333
4,driver,Piastri,24.4,131,,,,False,852,63333
11,driver,Sainz,14.6,192,,1.0,,False,852,63333
26,team,Williams,13.2,90,,1.0,,False,852,62818
1,driver,Norris,28.6,155,,1.0,,False,852,62818
2,driver,Leclerc,27.2,144,,,,False,852,62818
3,driver,Hamilton,25.8,140,,,,False,852,62818
4,driver,Piastri,24.4,131,,,,False,852,62818
11,driver,Sainz,14.6,192,,1.0,,False,852,62818
26,team,Williams,13.2,90,,1.0,,False,852,62761
1,driver,Norris,28.6,155,,1.0,,False,852,62761
2,driver,Leclerc,27.2,144,,,,False,852,62761
3,driver,Hamilton,25.8,140,,,,False,852,62761
4,driver,Piastri,24.4,131,,,,False,852,62761
11,driver,Sainz,14.6,192,,1.0,,False,852,62761
26,team,Williams,13.2,90,,1.0,,False,852,61765
1,driver,Norris,28.6,155,,1.0,,False,852,61765
2,driver,Leclerc,27.2,144,,,,False,852,61765
3,driver,Hamilton,25.8,140,,,,False,852,61765
4,driver,Piastri,24.4,131,,,,False,852,61765
11,driver,Sainz,14.6,192,,1.0,,False,852,61765
26,team,Williams,13.2,90,,1.0,,False,852,61032
1,driver,Norris,28.6,155,,1.0,,False,852,61032
2,driver,Leclerc,27.2,144,,,,False,852,61032
3,driver,Hamilton,25.8,140,,,,False,852,61032
4,driver,Piastri,24.4,131,,,,False,852,61032
11,driver,Sainz,14.6,192,,1.0,,False,852,61032
26,team,Williams,13.2,90,,1.0,,False,852,60876
1,driver,Norris,28.6,155,,1.0,,False,852,60876
2,driver,Leclerc,27.2,144,,,,False,852,60876
3,driver,Hamilton,25.8,140,,,,False,852,60876
4,driver,Piastri,24.4,131,,,,False,852,60876
11,driver,Sainz,14.6,192,,1.0,,False,852,60876
26,team,Williams,13.2,90,,1.0,,False,852,60440
1,driver,Norris,28.6,155,,1.0,,False,852,60440
2,driver,Leclerc,27.2,144,,,,False,852,60440
3,driver,Hamilton,25.8,140,,,,False,852,60440
4,driver,Piastri,24.4,131,,,,False,852,60440
11,driver,Sainz,14.6,192,,1.0,,False,852,60440
26,team,Williams,13.2,90,,1.0,,False,852,60042
1,driver,Norris,28.6,155,,1.0,,False,852,60042
2,driver,Leclerc,27.2,144,,,,False,852,60042
3,driver,Hamilton,25.8,140,,,,False,852,60042
4,driver,Piastri,24.4,131,,,,False,852,60042
11,driver,Sainz,14.6,192,,1.0,,False,852,60042
26,team,Williams,13.2,90,,1.0,,False,852,59626
1,driver,Norris,28.6,155,,1.0,,False,852,59626
2,driver,Leclerc,27.2,144,,,,False,852,59626
3,driver,Hamilton,25.8,140,,,,False,852,59626
4,driver,Piastri,24.4,131,,,,False,852,59626
11,driver,Sainz,14.6,192,,1.0,,False,852,59626
26,team,Williams,13.2,90,,1.0,,False,852,58244
1,driver,Norris,28.6,155,,1.0,,False,852,58244
2,driver,Leclerc,27.2,144,,,,False,852,58244
3,driver,Hamilton,25.8,140,,,,False,852,58244
4,driver,Piastri,24.4,131,,,,False,852,58244
11,driver,Sainz,14.6,192,,1.0,,False,852,58244
26,team,Williams,13.2,90,,1.0,,False,852,58107
1,driver,Norris,28.6,155,,1.0,,False,852,58107
2,driver,Leclerc,27.2,144,,,,False,852,58107
3,driver,Hamilton,25.8,140,,,,False,852,58107
4,driver,Piastri,24.4,131,,,,False,852,58107
11,driver,Sainz,14.6,192,,1.0,,False,852,58107
26,team,Williams,13.2,90,,1.0,,False,852,57700
1,driver,Norris,28.6,155,,1.0,,False,852,57700
2,driver,Leclerc,27.2,144,,,,False,852,57700
3,driver,Hamilton,25.8,140,,,,False,852,57700
4,driver,Piastri,24.4,131,,,,False,852,57700
11,driver,Sainz,14.6,192,,1.0,,False,852,57700
26,team,Williams,13.2,90,,1.0,,False,852,56904
1,driver,Norris,28.6,155,,1.0,,False,852,56904
2,driver,Leclerc,27.2,144,,,,False,852,56904
3,driver,Hamilton,25.8,140,,,,False,852,56904
4,driver,Piastri,24.4,131,,,,False,852,56904
11,driver,Sainz,14.6,192,,1.0,,False,852,56904
26,team,Williams,13.2,90,,1.0,,False,852,56759
1,driver,Norris,28.6,155,,1.0,,False,852,56759
2,driver,Leclerc,27.2,144,,,,False,852,56759
3,driver,Hamilton,25.8,140,,,,False,852,56759
4,driver,Piastri,24.4,131,,,,False,852,56759
11,driver,Sainz,14.6,192,,1.0,,False,852,56759
26,team,Williams,13.2,90,,1.0,,False,852,56613
1,driver,Norris,28.6,155,,1.0,,False,852,56613
2,driver,Leclerc,27.2,144,,,,False,852,56613
3,driver,Hamilton,25.8,140,,,,False,852,56613
4,driver,Piastri,24.4,131,,,,False,852,56613
11,driver,Sainz,14.6,192,,1.0,,False,852,56613
26,team,Williams,13.2,90,,1.0,,False,852,56146
1,driver,Norris,28.6,155,,1.0,,False,852,56146
2,driver,Leclerc,27.2,144,,,,False,852,56146
3,driver,Hamilton,25.8,140,,,,False,852,56146
4,driver,Piastri,24.4,131,,,,False,852,56146
11,driver,Sainz,14.6,192,,1.0,,False,852,56146
26,team,Williams,13.2,90,,1.0,,False,852,55931
1,driver,Norris,28.6,155,,1.0,,False,852,55931
2,driver,Leclerc,27.2,144,,,,False,852,55931
3,driver,Hamilton,25.8,140,,,,False,852,55931
4,driver,Piastri,24.4,131,,,,False,852,55931
11,driver,Sainz,14.6,192,,1.0,,False,852,55931
26,team,Williams,13.2,90,,1.0,,False,852,55653
1,driver,Norris,28.6,155,,1.0,,False,852,55653
2,driver,Leclerc,27.2,144,,,,False,852,55653
3,driver,Hamilton,25.8,140,,,,False,852,55653
4,driver,Piastri,24.4,131,,,,False,852,55653
11,driver,Sainz,14.6,192,,1.0,,False,852,55653
26,team,Williams,13.2,90,,1.0,,False,852,55391
1,driver,Norris,28.6,155,,1.0,,False,852,55391
2,driver,Leclerc,27.2,144,,,,False,852,55391
3,driver,Hamilton,25.8,140,,,,False,852,55391
4,driver,Piastri,24.4,131,,,,False,852,55391
11,driver,Sainz,14.6,192,,1.0,,False,852,55391
26,team,Williams,13.2,90,,1.0,,False,852,55238
1,driver,Norris,28.6,155,,1.0,,False,852,55238
2,driver,Leclerc,27.2,144,,,,False,852,55238
3,driver,Hamilton,25.8,140,,,,False,852,55238
4,driver,Piastri,24.4,131,,,,False,852,55238
11,driver,Sainz,14.6,192,,1.0,,False,852,55238
26,team,Williams,13.2,90,,1.0,,False,852,54441
1,driver,Norris,28.6,155,,1.0,,False,852,54441
2,driver,Leclerc,27.2,144,,,,False,852,54441
3,driver,Hamilton,25.8,140,,,,False,852,54441
4,driver,Piastri,24.4,131,,,,False,852,54441
11,driver,Sainz,14.6,192,,1.0,,False,852,54441
26,team,Williams,13.2,90,,1.0,,False,852,53933
1,driver,Norris,28.6,155,,1.0,,False,852,53933
2,driver,Leclerc,27.2,144,,,,False,852,53933
3,driver,Hamilton,25.8,140,,,,False,852,53933
4,driver,Piastri,24.4,131,,,,False,852,53933
11,driver,Sainz,14.6,192,,1.0,,False,852,53933
26,team,Williams,13.2,90,,1.0,,False,852,53689
1,driver,Norris,28.6,155,,1.0,,False,852,53689
2,driver,Leclerc,27.2,144,,,,False,852,53689
3,driver,Hamilton,25.8,140,,,,False,852,53689
4,driver,Piastri,24.4,131,,,,False,852,53689
11,driver,Sainz,14.6,192,,1.0,,False,852,53689
26,team,Williams,13.2,90,,1.0,,False,852,52623
1,driver,Norris,28.6,155,,1.0,,False,852,52623
2,driver,Leclerc,27.2,144,,,,False,852,52623
3,driver,Hamilton,25.8,140,,,,False,852,52623
4,driver,Piastri,24.4,131,,,,False,852,52623
11,driver,Sainz,14.6,192,,1.0,,False,852,52623
