,type,name,salary,score,contract,include,exclude,locked,points,i
4,driver,Piastri,24.4,131,,,,False,837,4063
5,driver,Russell,23.0,129,,,,False,837,4063
11,driver,Sainz,14.6,192,,1.0,,False,837,4063
26,team,Williams,13.2,90,,1.0,,False,837,3253
1,driver,Norris,28.6,155,,1.0,,False,837,3253
3,driver,Hamilton,25.8,140,,,,False,837,3253
4,driver,Piastri,24.4,131,,,,False,837,3253
5,driver,Russell,23.0,129,,,,False,837,3253
11,driver,Sainz,14.6,192,,1.0,,False,837,3253
26,team,Williams,13.2,90,,1.0,,False,837,2893
1,driver,Norris,28.6,155,,1.0,,False,837,2893
3,driver,Hamilton,25.8,140,,,,False,837,2893
4,driver,Piastri,24.4,131,,,,False,837,2893
5,driver,Russell,23.0,129,,,,False,837,2893
11,driver,Sainz,14.6,192,,1.0,,False,837,2893
26,team,Williams,13.2,90,,1.0,,False,837,2815
1,driver,Norris,28.6,155,,1.0,,False,837,2815
3,driver,Hamilton,25.8,140,,,,False,837,2815
4,driver,Piastri,24.4,131,,,,False,837,2815
5,driver,Russell,23.0,129,,,,False,837,2815
11,driver,Sainz,14.6,192,,1.0,,False,837,2815
26,team,Williams,13.2,90,,1.0,,False,837,2801
1,driver,Norris,28.6,155,,1.0,,False,837,2801
3,driver,Hamilton,25.8,140,,,,False,837,2801
4,driver,Piastri,24.4,131,,,,False,837,2801
5,driver,Russell,23.0,129,,,,False,837,2801
11,driver,Sainz,14.6,192,,1.0,,False,837,2801
26,team,Williams,13.2,90,,1.0,,False,837,2258
1,driver,Norris,28.6,155,,1.0,,False,837,2258
3,driver,Hamilton,25.8,140,,,,False,837,2258
4,driver,Piastri,24.4,131,,,,False,837,2258
5,driver,Russell,23.0,129,,,,False,837,2258
11,driver,Sainz,14.6,192,,1.0,,False,837,2258
26,team,Williams,13.2,90,,1.0,,False,837,2252
1,driver,Norris,28.6,155,,1.0,,False,837,2252
3,driver,Hamilton,25.8,140,,,,False,837,2252
4,driver,Piastri,24.4,131,,,,False,837,2252
5,driver,Russell,23.0,129,,,,False,837,2252
11,driver,Sainz,14.6,192,,1.0,,False,837,2252
26,team,Williams,13.2,90,,1.0,,False,837,843
1,driver,Norris,28.6,155,,1.0,,False,837,843
3,driver,Hamilton,25.8,140,,,,False,837,843
4,driver,Piastri,24.4,131,,,,False,837,843
5,driver,Russell,23.0,129,,,,False,837,843
11,driver,Sainz,14.6,192,,1.0,,False,837,843
26,team,Williams,13.2,90,,1.0,,False,837,678
1,driver,Norris,28.6,155,,1.0,,False,837,678
3,driver,Hamilton,25.8,140,,,,False,837,678
4,driver,Piastri,24.4,131,,,,False,837,678
5,driver,Russell,23.0,129,,,,False,837,678
11,driver,Sainz,14.6,192,,1.0,,False,837,678
26,team,Williams,13.2,90,,1.0,,False,837,470
1,driver,Norris,28.6,155,,1.0,,False,837,470
3,driver,Hamilton,25.8,140,,,,False,837,470
4,driver,Piastri,24.4,131,,,,False,837,470
5,driver,Russell,23.0,129,,,,False,837,470
11,driver,Sainz,14.6,192,,1.0,,False,837,470
26,team,Williams,13.2,90,,1.0,,False,837,322
1,driver,Norris,28.6,155,,1.0,,False,837,322
3,driver,Hamilton,25.8,140,,,,False,837,322
4,driver,Piastri,24.4,131,,,,False,837,322
5,driver,Russell,23.0,129,,,,False,837,322
11,driver,Sainz,14.6,192,,1.0,,False,837,322
26,team,Williams,13.2,90,,1.0,,False,832,9969
1,driver,Norris,28.6,155,,1.0,,False,832,9969
2,driver,Leclerc,27.2,144,,,,False,832,9969
4,driver,Piastri,24.4,131,,,,False,832,9969
7,driver,Antonelli,20.2,120,,,,False,832,9969
11,driver,Sainz,14.6,192,,1.0,,False,832,9969
26,team,Williams,13.2,90,,1.0,,False,832,9921
1,driver,Norris,28.6,155,,1.0,,False,832,9921
2,driver,Leclerc,27.2,144,,,,False,832,9921
4,driver,Piastri,24.4,131,,,,False,832,9921
7,driver,Antonelli,20.2,120,,,,False,832,9921
11,driver,Sainz,14.6,192,,1.0,,False,832,9921
26,team,Williams,13.2,90,,1.0,,False,832,9381
1,driver,Norris,28.6,155,,1.0,,False,832,9381
2,driver,Leclerc,27.2,144,,,,False,832,9381
4,driver,Piastri,24.4,131,,,,False,832,9381
7,driver,Antonelli,20.2,120,,,,False,832,9381
11,driver,Sainz,14.6,192,,1.0,,False,832,9381
26,team,Williams,13.2,90,,1.0,,False,832,9031
1,driver,Norris,28.6,155,,1.0,,False,832,9031
2,driver,Leclerc,27.2,144,,,,False,832,9031
3,driver,Hamilton,25.8,140,,,,False,832,9031
8,driver,Alonso,18.8,111,,,,False,832,9031
11,driver,Sainz,14.6,192,,1.0,,False,832,9031
26,team,Williams,13.2,90,,1.0,,False,832,8768
1,driver,Norris,28.6,155,,1.0,,False,832,8768
2,driver,Leclerc,27.2,144,,,,False,832,8768
4,driver,Piastri,24.4,131,,,,False,832,8768
7,driver,Antonelli,20.2,120,,,,False,832,8768
11,driver,Sainz,14.6,192,,1.0,,False,832,8768
26,team,Williams,13.2,90,,1.0,,False,832,8475
1,driver,Norris,28.6,155,,1.0,,False,832,8475
2,driver,Leclerc,27.2,144,,,,False,832,8475
3,driver,Hamilton,25.8,140,,,,False,832,8475
8,driver,Alonso,18.8,111,,,,False,832,8475
11,driver,Sainz,14.6,192,,1.0,,False,832,8475
26,team,Williams,13.2,90,,1.0,,False,832,8151
1,driver,Norris,28.6,155,,1.0,,False,832,8151
2,driver,Leclerc,27.2,144,,,,False,832,8151
3,driver,Hamilton,25.8,140,,,,False,832,8151
8,driver,Alonso,18.8,111,,,,False,832,8151
11,driver,Sainz,14.6,192,,1.0,,False,832,8151
26,team,Williams,13.2,90,,1.0,,False,832,7784
1,driver,Norris,28.6,155,,1.0,,False,832,7784
2,driver,Leclerc,27.2,144,,,,False,832,7784
3,driver,Hamilton,25.8,140,,,,False,832,7784
8,driver,Alonso,18.8,111,,,,False,832,7784
11,driver,Sainz,14.6,192,,1.0,,False,832,7784
26,team,Williams,13.2,90,,1.0,,False,832,7418
1,driver,Norris,28.6,155,,1.0,,False,832,7418
2,driver,Leclerc,27.2,144,,,,False,832,7418
4,driver,Piastri,24.4,131,,,,False,832,7418
7,driver,Antonelli,20.2,120,,,,False,832,7418
11,driver,Sainz,14.6,192,,1.0,,False,832,7418
26,team,Williams,13.2,90,,1.0,,False,832,6983
1,driver,Norris,28.6,155,,1.0,,False,832,6983
2,driver,Leclerc,27.2,144,,,,False,832,6983
4,driver,Piastri,24.4,131,,,,False,832,6983
7,driver,Antonelli,20.2,120,,,,False,832,6983
11,driver,Sainz,14.6,192,,1.0,,False,832,6983
26,team,Williams,13.2,90,,1.0,,False,832,6583
1,driver,Norris,28.6,155,,1.0,,False,832,6583
2,driver,Leclerc,27.2,144,,,,False,832,6583
3,driver,Hamilton,25.8,140,,,,False,832,6583
8,driver,Alonso,18.8,111,,,,False,832,6583
11,driver,Sainz,14.6,192,,1.0,,False,832,6583
26,team,Williams,13.2,90,,1.0,,False,832,6578
1,driver,Norris,28.6,155,,1.0,,False,832,6578
2,driver,Leclerc,27.2,144,,,,False,832,6578
3,driver,Hamilton,25.8,140,,,,False,832,6578
8,driver,Alonso,18.8,111,,,,False,832,6578
11,driver,Sainz,14.6,192,,1.0,,False,832,6578
26,team,Williams,13.2,90,,1.0,,False,832,6447
1,driver,Norris,28.6,155,,1.0,,False,832,6447
2,driver,Leclerc,27.2,144,,,,False,832,6447
3,driver,Hamilton,25.8,140,,,,False,832,6447
8,driver,Alonso,18.8,111,,,,False,832,6447
11,driver,Sainz,14.6,192,,1.0,,False,832,6447
26,team,Williams,13.2,90,,1.0,,False,832,6390
1,driver,Norris,28.6,155,,1.0,,False,832,6390
2,driver,Leclerc,27.2,144,,,,False,832,6390
3,driver,Hamilton,25.8,140,,,,False,832,6390
8,driver,Alonso,18.8,111,,,,False,832,6390
11,driver,Sainz,14.6,192,,1.0,,False,832,6390
26,team,Williams,13.2,90,,1.0,,False,832,6257
1,driver,Norris,28.6,155,,1.0,,False,832,6257
2,driver,Leclerc,27.2,144,,,,False,832,6257
4,driver,Piastri,24.4,131,,,,False,832,6257
7,driver,Antonelli,20.2,120,,,,False,832,6257
11,driver,Sainz,14.6,192,,1.0,,False,832,6257
26,team,Williams,13.2,90,,1.0,,False,832,6193
1,driver,Norris,28.6,155,,1.0,,False,832,6193
2,driver,Leclerc,27.2,144,,,,False,832,6193
3,driver,Hamilton,25.8,140,,,,False,832,6193
8,driver,Alonso,18.8,111,,,,False,832,6193
11,driver,Sainz,14.6,192,,1.0,,False,832,6193
26,team,Williams,13.2,90,,1.0,,False,832,6113
1,driver,Norris,28.6,155,,1.0,,False,832,6113
2,driver,Leclerc,27.2,144,,,,False,832,6113
4,driver,Piastri,24.4,131,,,,False,832,6113
7,driver,Antonelli,20.2,120,,,,False,832,6113
11,driver,Sainz,14.6,192,,1.0,,False,832,6113
26,team,Williams,13.2,90,,1.0,,False,832,5928
1,driver,Norris,28.6,155,,1.0,,False,832,5928
2,driver,Leclerc,27.2,144,,,,False,832,5928
3,driver,Hamilton,25.8,140,,,,False,832,5928
8,driver,Alonso,18.8,111,,,,False,832,5928
11,driver,Sainz,14.6,192,,1.0,,False,832,5928
26,team,Williams,13.2,90,,1.0,,False,832,5846
1,driver,Norris,28.6,155,,1.0,,False,832,5846
2,driver,Leclerc,27.2,144,,,,False,832,5846
4,driver,Piastri,24.4,131,,,,False,832,5846
7,driver,Antonelli,20.2,120,,,,False,832,5846
11,driver,Sainz,14.6,192,,1.0,,False,832,5846
26,team,Williams,13.2,90,,1.0,,False,832,5669
1,driver,Norris,28.6,155,,1.0,,False,832,5669
2,driver,Leclerc,27.2,144,,,,False,832,5669
3,driver,Hamilton,25.8,140,,,,False,832,5669
8,driver,Alonso,18.8,111,,,,False,832,5669
11,driver,Sainz,14.6,192,,1.0,,False,832,5669
26,team,Williams,13.2,90,,1.0,,False,832,5425
1,driver,Norris,28.6,155,,1.0,,False,832,5425
2,driver,Leclerc,27.2,144,,,,False,832,5425
4,driver,Piastri,24.4,131,,,,False,832,5425
7,driver,Antonelli,20.2,120,,,,False,832,5425
11,driver,Sainz,14.6,192,,1.0,,False,832,5425
26,team,Williams,13.2,90,,1.0,,False,832,5127
1,driver,Norris,28.6,155,,1.0,,False,832,5127
2,driver,Leclerc,27.2,144,,,,False,832,5127
4,driver,Piastri,24.4,131,,,,False,832,5127
7,driver,Antonelli,20.2,120,,,,False,832,5127
11,driver,Sainz,14.6,192,,1.0,,False,832,5127
26,team,Williams,13.2,90,,1.0,,False,832,5007
1,driver,Norris,28.6,155,,1.0,,False,832,5007
2,driver,Leclerc,27.2,144,,,,False,832,5007
3,driver,Hamilton,25.8,140,,,,False,832,5007
8,driver,Alonso,18.8,111,,,,False,832,5007
11,driver,Sainz,14.6,192,,1.0,,False,832,5007
26,team,Williams,13.2,90,,1.0,,False,832,4996
1,driver,Norris,28.6,155,,1.0,,False,832,4996
2,driver,Leclerc,27.2,144,,,,False,832,4996
3,driver,Hamilton,25.8,140,,,,False,832,4996
8,driver,Alonso,18.8,111,,,,False,832,4996
11,driver,Sainz,14.6,192,,1.0,,False,832,4996
26,team,Williams,13.2,90,,1.0,,False,832,4974
1,driver,Norris,28.6,155,,1.0,,False,832,4974
2,driver,Leclerc,27.2,144,,,,False,832,4974
4,driver,Piastri,24.4,131,,,,False,832,4974
7,driver,Antonelli,20.2,120,,,,False,832,4974
11,driver,Sainz,14.6,192,,1.0,,False,832,4974
26,team,Williams,13.2,90,,1.0,,False,832,4935
1,driver,Norris,28.6,155,,1.0,,False,832,4935
2,driver,Leclerc,27.2,144,,,,False,832,4935
3,driver,Hamilton,25.8,140,,,,False,832,4935
8,driver,Alonso,18.8,111,,,,False,832,4935
11,driver,Sainz,14.6,192,,1.0,,False,832,4935
26,team,Williams,13.2,90,,1.0,,False,832,4930
1,driver,Norris,28.6,155,,1.0,,False,832,4930
2,driver,Leclerc,27.2,144,,,,False,832,4930
3,driver,Hamilton,25.8,140,,,,False,832,4930
8,driver,Alonso,18.8,111,,,,False,832,4930
11,driver,Sainz,14.6,192,,1.0,,False,832,4930
26,team,Williams,13.2,90,,1.0,,False,832,4386
1,driver,Norris,28.6,155,,1.0,,False,832,4386
2,driver,Leclerc,27.2,144,,,,False,832,4386
3,driver,Hamilton,25.8,140,,,,False,832,4386
8,driver,Alonso,18.8,111,,,,False,832,4386
11,driver,Sainz,14.6,192,,1.0,,False,832,4386
26,team,Williams,13.2,90,,1.0,,False,832,4227
1,driver,Norris,28.6,155,,1.0,,False,832,4227
2,driver,Leclerc,27.2,144,,,,False,832,4227
4,driver,Piastri,24.4,131,,,,False,832,4227
7,driver,Antonelli,20.2,120,,,,False,832,4227
11,driver,Sainz,14.6,192,,1.0,,False,832,4227
26,team,Williams,13.2,90,,1.0,,False,832,4108
1,driver,Norris,28.6,155,,1.0,,False,832,4108
2,driver,Leclerc,27.2,144,,,,False,832,4108
4,driver,Piastri,24.4,131,,,,False,832,4108
7,driver,Antonelli,20.2,120,,,,False,832,4108
11,driver,Sainz,14.6,192,,1.0,,False,832,4108
26,team,Williams,13.2,90,,1.0,,False,832,3739
1,driver,Norris,28.6,155,,1.0,,False,832,3739
2,driver,Leclerc,27.2,144,,,,False,832,3739
3,driver,Hamilton,25.8,140,,,,False,832,3739
8,driver,Alonso,18.8,111,,,,False,832,3739
11,driver,Sainz,14.6,192,,1.0,,False,832,3739
26,team,Williams,13.2,90,,1.0,,False,832,3735
1,driver,Norris,28.6,155,,1.0,,False,832,3735
2,driver,Leclerc,27.2,144,,,,False,832,3735
3,driver,Hamilton,25.8,140,,,,False,832,3735
8,driver,Alonso,18.8,111,,,,False,832,3735
11,driver,Sainz,14.6,192,,1.0,,False,832,3735
26,team,Williams,13.2,90,,1.0,,False,832,3682
1,driver,Norris,28.6,155,,1.0,,False,832,3682
2,driver,Leclerc,27.2,144,,,,False,832,3682
3,driver,Hamilton,25.8,140,,,,False,832,3682
8,driver,Alonso,18.8,111,,,,False,832,3682
11,driver,Sainz,14.6,192,,1.0,,False,832,3682
26,team,Williams,13.2,90,,1.0,,False,832,3413
1,driver,Norris,28.6,155,,1.0,,False,832,3413
2,driver,Leclerc,27.2,144,,,,False,832,3413
4,driver,Piastri,24.4,131,,,,False,832,3413
7,driver,Antonelli,20.2,120,,,,False,832,3413
11,driver,Sainz,14.6,192,,1.0,,False,832,3413
26,team,Williams,13.2,90,,1.0,,False,832,2755
1,driver,Norris,28.6,155,,1.0,,False,832,2755
2,driver,Leclerc,27.2,144,,,,False,832,2755
3,driver,Hamilton,25.8,140,,,,False,832,2755
8,driver,Alonso,18.8,111,,,,False,832,2755
11,driver,Sainz,14.6,192,,1.0,,False,832,2755
26,team,Williams,13.2,90,,1.0,,False,832,2706
1,driver,Norris,28.6,155,,1.0,,False,832,2706
2,driver,Leclerc,27.2,144,,,,False,832,2706
4,driver,Piastri,24.4,131,,,,False,832,2706
7,driver,Antonelli,20.2,120,,,,False,832,2706
11,driver,Sainz,14.6,192,,1.0,,False,832,2706
26,team,Williams,13.2,90,,1.0,,False,832,2255
1,driver,Norris,28.6,155,,1.0,,False,832,2255
2,driver,Leclerc,27.2,144,,,,False,832,2255
3,driver,Hamilton,25.8,140,,,,False,832,2255
8,driver,Alonso,18.8,111,,,,False,832,2255
11,driver,Sainz,14.6,192,,1.0,,False,832,2255
26,team,Williams,13.2,90,,1.0,,False,832,2035
1,driver,Norris,28.6,155,,1.0,,False,832,2035
2,driver,Leclerc,27.2,144,,,,False,832,2035
3,driver,Hamilton,25.8,140,,,,False,832,2035
8,driver,Alonso,18.8,111,,,,False,832,2035
11,driver,Sainz,14.6,192,,1.0,,False,832,2035
26,team,Williams,13.2,90,,1.0,,False,832,1837
1,driver,Norris,28.6,155,,1.0,,False,832,1837
2,driver,Leclerc,27.2,144,,,,False,832,1837
3,driver,Hamilton,25.8,140,,,,False,832,1837
8,driver,Alonso,18.8,111,,,,False,832,1837
11,driver,Sainz,14.6,192,,1.0,,False,832,1837
26,team,Williams,13.2,90,,1.0,,False,832,1330
1,driver,Norris,28.6,155,,1.0,,False,832,1330
2,driver,Leclerc,27.2,144,,,,False,832,1330
4,driver,Piastri,24.4,131,,,,False,832,1330
7,driver,Antonelli,20.2,120,,,,False,832,1330
11,driver,Sainz,14.6,192,,1.0,,False,832,1330
26,team,Williams,13.2,90,,1.0,,False,832,536
1,driver,Norris,28.6,155,,1.0,,False,832,536
2,driver,Leclerc,27.2,144,,,,False,832,536
4,driver,Piastri,24.4,131,,,,False,832,536
7,driver,Antonelli,20.2,120,,,,False,832,536
11,driver,Sainz,14.6,192,,1.0,,False,832,536
