,type,name,salary,score,contract,include,exclude,locked,points,i
26,team,Williams,13.2,90,,1.0,,False,850,7846
1,driver,Norris,28.6,155,,1.0,,False,850,7846
2,driver,Leclerc,27.2,144,,,,False,850,7846
3,driver,Hamilton,25.8,140,,,,False,850,7846
5,driver,Russell,23.0,129,,,,False,850,7846
11,driver,Sainz,14.6,192,,1.0,,False,850,7846
26,team,Williams,13.2,90,,1.0,,False,850,7253
1,driver,Norris,28.6,155,,1.0,,False,850,7253
2,driver,Leclerc,27.2,144,,,,False,850,7253
3,driver,Hamilton,25.8,140,,,,False,850,7253
5,driver,Russell,23.0,129,,,,False,850,7253
11,driver,Sainz,14.6,192,,1.0,,False,850,7253
26,team,Williams,13.2,90,,1.0,,False,850,6608
1,driver,Norris,28.6,155,,1.0,,False,850,6608
2,driver,Leclerc,27.2,144,,,,False,850,6608
3,driver,Hamilton,25.8,140,,,,False,850,6608
5,driver,Russell,23.0,129,,,,False,850,6608
11,driver,Sainz,14.6,192,,1.0,,False,850,6608
26,team,Williams,13.2,90,,1.0,,False,850,6519
1,driver,Norris,28.6,155,,1.0,,False,850,6519
2,driver,Leclerc,27.2,144,,,,False,850,6519
3,driver,Hamilton,25.8,140,,,,False,850,6519
5,driver,Russell,23.0,129,,,,False,850,6519
11,driver,Sainz,14.6,192,,1.0,,False,850,6519
26,team,Williams,13.2,90,,1.0,,False,850,6074
1,driver,Norris,28.6,155,,1.0,,False,850,6074
2,driver,Leclerc,27.2,144,,,,False,850,6074
3,driver,Hamilton,25.8,140,,,,False,850,6074
5,driver,Russell,23.0,129,,,,False,850,6074
11,driver,Sainz,14.6,192,,1.0,,False,850,6074
26,team,Williams,13.2,90,,1.0,,False,850,6022
1,driver,Norris,28.6,155,,1.0,,False,850,6022
2,driver,Leclerc,27.2,144,,,,False,850,6022
3,driver,Hamilton,25.8,140,,,,False,850,6022
5,driver,Russell,23.0,129,,,,False,850,6022
11,driver,Sainz,14.6,192,,1.0,,False,850,6022
26,team,Williams,13.2,90,,1.0,,False,850,4994
1,driver,Norris,28.6,155,,1.0,,False,850,4994
2,driver,Leclerc,27.2,144,,,,False,850,4994
3,driver,Hamilton,25.8,140,,,,False,850,4994
5,driver,Russell,23.0,129,,,,False,850,4994
11,driver,Sainz,14.6,192,,1.0,,False,850,4994
26,team,Williams,13.2,90,,1.0,,False,850,4552
1,driver,Norris,28.6,155,,1.0,,False,850,4552
2,driver,Leclerc,27.2,144,,,,False,850,4552
3,driver,Hamilton,25.8,140,,,,False,850,4552
5,driver,Russell,23.0,129,,,,False,850,4552
11,driver,Sainz,14.6,192,,1.0,,False,850,4552
26,team,Williams,13.2,90,,1.0,,False,850,4393
1,driver,Norris,28.6,155,,1.0,,False,850,4393
2,driver,Leclerc,27.2,144,,,,False,850,4393
3,driver,Hamilton,25.8,140,,,,False,850,4393
5,driver,Russell,23.0,129,,,,False,850,4393
11,driver,Sainz,14.6,192,,1.0,,False,850,4393
26,team,Williams,13.2,90,,1.0,,False,850,4376
1,driver,Norris,28.6,155,,1.0,,False,850,4376
2,driver,Leclerc,27.2,144,,,,False,850,4376
3,driver,Hamilton,25.8,140,,,,False,850,4376
5,driver,Russell,23.0,129,,,,False,850,4376
11,driver,Sainz,14.6,192,,1.0,,False,850,4376
26,team,Williams,13.2,90,,1.0,,False,850,3860
1,driver,Norris,28.6,155,,1.0,,False,850,3860
2,driver,Leclerc,27.2,144,,,,False,850,3860
3,driver,Hamilton,25.8,140,,,,False,850,3860
5,driver,Russell,23.0,129,,,,False,850,3860
11,driver,Sainz,14.6,192,,1.0,,False,850,3860
26,team,Williams,13.2,90,,1.0,,False,850,3378
1,driver,Norris,28.6,155,,1.0,,False,850,3378
2,driver,Leclerc,27.2,144,,,,False,850,3378
3,driver,Hamilton,25.8,140,,,,False,850,3378
5,driver,Russell,23.0,129,,,,False,850,3378
11,driver,Sainz,14.6,192,,1.0,,False,850,3378
26,team,Williams,13.2,90,,1.0,,False,850,2664
1,driver,Norris,28.6,155,,1.0,,False,850,2664
2,driver,Leclerc,27.2,144,,,,False,850,2664
3,driver,Hamilton,25.8,140,,,,False,850,2664
5,driver,Russell,23.0,129,,,,False,850,2664
11,driver,Sainz,14.6,192,,1.0,,False,850,2664
26,team,Williams,13.2,90,,1.0,,False,850,2539
1,driver,Norris,28.6,155,,1.0,,False,850,2539
2,driver,Leclerc,27.2,144,,,,False,850,2539
3,driver,Hamilton,25.8,140,,,,False,850,2539
5,driver,Russell,23.0,129,,,,False,850,2539
11,driver,Sainz,14.6,192,,1.0,,False,850,2539
26,team,Williams,13.2,90,,1.0,,False,850,1609
1,driver,Norris,28.6,155,,1.0,,False,850,1609
2,driver,Leclerc,27.2,144,,,,False,850,1609
3,driver,Hamilton,25.8,140,,,,False,850,1609
5,driver,Russell,23.0,129,,,,False,850,1609
11,driver,Sainz,14.6,192,,1.0,,False,850,1609
26,team,Williams,13.2,90,,1.0,,False,850,1503
1,driver,Norris,28.6,155,,1.0,,False,850,1503
2,driver,Leclerc,27.2,144,,,,False,850,1503
3,driver,Hamilton,25.8,140,,,,False,850,1503
5,driver,Russell,23.0,129,,,,False,850,1503
11,driver,Sainz,14.6,192,,1.0,,False,850,1503
26,team,Williams,13.2,90,,1.0,,False,841,9708
1,driver,Norris,28.6,155,,1.0,,False,841,9708
2,driver,Leclerc,27.2,144,,,,False,841,9708
3,driver,Hamilton,25.8,140,,,,False,841,9708
7,driver,Antonelli,20.2,120,,,,False,841,9708
11,driver,Sainz,14.6,192,,1.0,,False,841,9708
26,team,Williams,13.2,90,,1.0,,False,841,9573
1,driver,Norris,28.6,155,,1.0,,False,841,9573
2,driver,Leclerc,27.2,144,,,,False,841,9573
4,driver,Piastri,24.4,131,,,,False,841,9573
5,driver,Russell,23.0,129,,,,False,841,9573
11,driver,Sainz,14.6,192,,1.0,,False,841,9573
26,team,Williams,13.2,90,,1.0,,False,841,9242
1,driver,Norris,28.6,155,,1.0,,False,841,9242
2,driver,Leclerc,27.2,144,,,,False,841,9242
3,driver,Hamilton,25.8,140,,,,False,841,9242
7,driver,Antonelli,20.2,120,,,,False,841,9242
11,driver,Sainz,14.6,192,,1.0,,False,841,9242
26,team,Williams,13.2,90,,1.0,,False,841,8450
1,driver,Norris,28.6,155,,1.0,,False,841,8450
2,driver,Leclerc,27.2,144,,,,False,841,8450
4,driver,Piastri,24.4,131,,,,False,841,8450
5,driver,Russell,23.0,129,,,,False,841,8450
11,driver,Sainz,14.6,192,,1.0,,False,841,8450
26,team,Williams,13.2,90,,1.0,,False,841,8180
1,driver,Norris,28.6,155,,1.0,,False,841,8180
2,driver,Leclerc,27.2,144,,,,False,841,8180
4,driver,Piastri,24.4,131,,,,False,841,8180
5,driver,Russell,23.0,129,,,,False,841,8180
11,driver,Sainz,14.6,192,,1.0,,False,841,8180
26,team,Williams,13.2,90,,1.0,,False,841,7889
1,driver,Norris,28.6,155,,1.0,,False,841,7889
2,driver,Leclerc,27.2,144,,,,False,841,7889
4,driver,Piastri,24.4,131,,,,False,841,7889
5,driver,Russell,23.0,129,,,,False,841,7889
11,driver,Sainz,14.6,192,,1.0,,False,841,7889
26,team,Williams,13.2,90,,1.0,,False,841,7312
1,driver,Norris,28.6,155,,1.0,,False,841,7312
2,driver,Leclerc,27.2,144,,,,False,841,7312
4,driver,Piastri,24.4,131,,,,False,841,7312
5,driver,Russell,23.0,129,,,,False,841,7312
11,driver,Sainz,14.6,192,,1.0,,False,841,7312
26,team,Williams,13.2,90,,1.0,,False,841,7250
1,driver,Norris,28.6,155,,1.0,,False,841,7250
2,driver,Leclerc,27.2,144,,,,False,841,7250
3,driver,Hamilton,25.8,140,,,,False,841,7250
7,driver,Antonelli,20.2,120,,,,False,841,7250
11,driver,Sainz,14.6,192,,1.0,,False,841,7250
26,team,Williams,13.2,90,,1.0,,False,841,6263
1,driver,Norris,28.6,155,,1.0,,False,841,6263
2,driver,Leclerc,27.2,144,,,,False,841,6263
4,driver,Piastri,24.4,131,,,,False,841,6263
5,driver,Russell,23.0,129,,,,False,841,6263
11,driver,Sainz,14.6,192,,1.0,,False,841,6263
26,team,Williams,13.2,90,,1.0,,False,841,6034
1,driver,Norris,28.6,155,,1.0,,False,841,6034
2,driver,Leclerc,27.2,144,,,,False,841,6034
4,driver,Piastri,24.4,131,,,,False,841,6034
5,driver,Russell,23.0,129,,,,False,841,6034
11,driver,Sainz,14.6,192,,1.0,,False,841,6034
26,team,Williams,13.2,90,,1.0,,False,841,5851
1,driver,Norris,28.6,155,,1.0,,False,841,5851
2,driver,Leclerc,27.2,144,,,,False,841,5851
3,driver,Hamilton,25.8,140,,,,False,841,5851
7,driver,Antonelli,20.2,120,,,,False,841,5851
11,driver,Sainz,14.6,192,,1.0,,False,841,5851
26,team,Williams,13.2,90,,1.0,,False,841,5480
1,driver,Norris,28.6,155,,1.0,,False,841,5480
2,driver,Leclerc,27.2,144,,,,False,841,5480
3,driver,Hamilton,25.8,140,,,,False,841,5480
7,driver,Antonelli,20.2,120,,,,False,841,5480
11,driver,Sainz,14.6,192,,1.0,,False,841,5480
26,team,Williams,13.2,90,,1.0,,False,841,5456
1,driver,Norris,28.6,155,,1.0,,False,841,5456
2,driver,Leclerc,27.2,144,,,,False,841,5456
3,driver,Hamilton,25.8,140,,,,False,841,5456
7,driver,Antonelli,20.2,120,,,,False,841,5456
11,driver,Sainz,14.6,192,,1.0,,False,841,5456
26,team,Williams,13.2,90,,1.0,,False,841,4851
1,driver,Norris,28.6,155,,1.0,,False,841,4851
2,driver,Leclerc,27.2,144,,,,False,841,4851
4,driver,Piastri,24.4,131,,,,False,841,4851
5,driver,Russell,23.0,129,,,,False,841,4851
11,driver,Sainz,14.6,192,,1.0,,False,841,4851
26,team,Williams,13.2,90,,1.0,,False,841,4023
1,driver,Norris,28.6,155,,1.0,,False,841,4023
2,driver,Leclerc,27.2,144,,,,False,841,4023
3,driver,Hamilton,25.8,140,,,,False,841,4023
7,driver,Antonelli,20.2,120,,,,False,841,4023
11,driver,Sainz,14.6,192,,1.0,,False,841,4023
26,team,Williams,13.2,90,,1.0,,False,841,3403
1,driver,Norris,28.6,155,,1.0,,False,841,3403
2,driver,Leclerc,27.2,144,,,,False,841,3403
3,driver,Hamilton,25.8,140,,,,False,841,3403
7,driver,Antonelli,20.2,120,,,,False,841,3403
11,driver,Sainz,14.6,192,,1.0,,False,841,3403
26,team,Williams,13.2,90,,1.0,,False,841,3323
1,driver,Norris,28.6,155,,1.0,,False,841,3323
2,driver,Leclerc,27.2,144,,,,False,841,3323
3,driver,Hamilton,25.8,140,,,,False,841,3323
7,driver,Antonelli,20.2,120,,,,False,841,3323
11,driver,Sainz,14.6,192,,1.0,,False,841,3323
26,team,Williams,13.2,90,,1.0,,False,841,2892
1,driver,Norris,28.6,155,,1.0,,False,841,2892
2,driver,Leclerc,27.2,144,,,,False,841,2892
4,driver,Piastri,24.4,131,,,,False,841,2892
5,driver,Russell,23.0,129,,,,False,841,2892
11,driver,Sainz,14.6,192,,1.0,,False,841,2892
26,team,Williams,13.2,90,,1.0,,False,841,2863
1,driver,Norris,28.6,155,,1.0,,False,841,2863
2,driver,Leclerc,27.2,144,,,,False,841,2863
3,driver,Hamilton,25.8,140,,,,False,841,2863
7,driver,Antonelli,20.2,120,,,,False,841,2863
11,driver,Sainz,14.6,192,,1.0,,False,841,2863
26,team,Williams,13.2,90,,1.0,,False,841,2785
1,driver,Norris,28.6,155,,1.0,,False,841,2785
2,driver,Leclerc,27.2,144,,,,False,841,2785
3,driver,Hamilton,25.8,140,,,,False,841,2785
7,driver,Antonelli,20.2,120,,,,False,841,2785
11,driver,Sainz,14.6,192,,1.0,,False,841,2785
26,team,Williams,13.2,90,,1.0,,False,841,2754
1,driver,Norris,28.6,155,,1.0,,False,841,2754
2,driver,Leclerc,27.2,144,,,,False,841,2754
3,driver,Hamilton,25.8,140,,,,False,841,2754
7,driver,Antonelli,20.2,120,,,,False,841,2754
11,driver,Sainz,14.6,192,,1.0,,False,841,2754
26,team,Williams,13.2,90,,1.0,,False,841,2517
1,driver,Norris,28.6,155,,1.0,,False,841,2517
2,driver,Leclerc,27.2,144,,,,False,841,2517
3,driver,Hamilton,25.8,140,,,,False,841,2517
7,driver,Antonelli,20.2,120,,,,False,841,2517
11,driver,Sainz,14.6,192,,1.0,,False,841,2517
26,team,Williams,13.2,90,,1.0,,False,841,2490
1,driver,Norris,28.6,155,,1.0,,False,841,2490
2,driver,Leclerc,27.2,144,,,,False,841,2490
3,driver,Hamilton,25.8,140,,,,False,841,2490
7,driver,Antonelli,20.2,120,,,,False,841,2490
11,driver,Sainz,14.6,192,,1.0,,False,841,2490
26,team,Williams,13.2,90,,1.0,,False,841,2328
1,driver,Norris,28.6,155,,1.0,,False,841,2328
2,driver,Leclerc,27.2,144,,,,False,841,2328
4,driver,Piastri,24.4,131,,,,False,841,2328
5,driver,Russell,23.0,129,,,,False,841,2328
11,driver,Sainz,14.6,192,,1.0,,False,841,2328
26,team,Williams,13.2,90,,1.0,,False,841,2325
1,driver,Norris,28.6,155,,1.0,,False,841,2325
2,driver,Leclerc,27.2,144,,,,False,841,2325
4,driver,Piastri,24.4,131,,,,False,841,2325
5,driver,Russell,23.0,129,,,,False,841,2325
11,driver,Sainz,14.6,192,,1.0,,False,841,2325
26,team,Williams,13.2,90,,1.0,,False,841,2289
1,driver,Norris,28.6,155,,1.0,,False,841,2289
2,driver,Leclerc,27.2,144,,,,False,841,2289
4,driver,Piastri,24.4,131,,,,False,841,2289
5,driver,Russell,23.0,129,,,,False,841,2289
11,driver,Sainz,14.6,192,,1.0,,False,841,2289
26,team,Williams,13.2,90,,1.0,,False,841,2235
1,driver,Norris,28.6,155,,1.0,,False,841,2235
2,driver,Leclerc,27.2,144,,,,False,841,2235
4,driver,Piastri,24.4,131,,,,False,841,2235
5,driver,Russell,23.0,129,,,,False,841,2235
11,driver,Sainz,14.6,192,,1.0,,False,841,2235
26,team,Williams,13.2,90,,1.0,,False,841,1353
1,driver,Norris,28.6,155,,1.0,,False,841,1353
2,driver,Leclerc,27.2,144,,,,False,841,1353
3,driver,Hamilton,25.8,140,,,,False,841,1353
7,driver,Antonelli,20.2,120,,,,False,841,1353
11,driver,Sainz,14.6,192,,1.0,,False,841,1353
26,team,Williams,13.2,90,,1.0,,False,841,1134
1,driver,Norris,28.6,155,,1.0,,False,841,1134
2,driver,Leclerc,27.2,144,,,,False,841,1134
3,driver,Hamilton,25.8,140,,,,False,841,1134
7,driver,Antonelli,20.2,120,,,,False,841,1134
11,driver,Sainz,14.6,192,,1.0,,False,841,1134
26,team,Williams,13.2,90,,1.0,,False,841,1040
1,driver,Norris,28.6,155,,1.0,,False,841,1040
2,driver,Leclerc,27.2,144,,,,False,841,1040
3,driver,Hamilton,25.8,140,,,,False,841,1040
7,driver,Antonelli,20.2,120,,,,False,841,1040
11,driver,Sainz,14.6,192,,1.0,,False,841,1040
26,team,Williams,13.2,90,,1.0,,False,841,1009
1,driver,Norris,28.6,155,,1.0,,False,841,1009
2,driver,Leclerc,27.2,144,,,,False,841,1009
3,driver,Hamilton,25.8,140,,,,False,841,1009
7,driver,Antonelli,20.2,120,,,,False,841,1009
11,driver,Sainz,14.6,192,,1.0,,False,841,1009
26,team,Williams,13.2,90,,1.0,,False,841,758
1,driver,Norris,28.6,155,,1.0,,False,841,758
2,driver,Leclerc,27.2,144,,,,False,841,758
3,driver,Hamilton,25.8,140,,,,False,841,758
7,driver,Antonelli,20.2,120,,,,False,841,758
11,driver,Sainz,14.6,192,,1.0,,False,841,758
26,team,Williams,13.2,90,,1.0,,False,841,726
1,driver,Norris,28.6,155,,1.0,,False,841,726
2,driver,Leclerc,27.2,144,,,,False,841,726
3,driver,Hamilton,25.8,140,,,,False,841,726
7,driver,Antonelli,20.2,120,,,,False,841,726
11,driver,Sainz,14.6,192,,1.0,,False,841,726
26,team,Williams,13.2,90,,1.0,,False,841,718
1,driver,Norris,28.6,155,,1.0,,False,841,718
2,driver,Leclerc,27.2,144,,,,False,841,718
3,driver,Hamilton,25.8,140,,,,False,841,718
7,driver,Antonelli,20.2,120,,,,False,841,718
11,driver,Sainz,14.6,192,,1.0,,False,841,718
26,team,Williams,13.2,90,,1.0,,False,841,547
1,driver,Norris,28.6,155,,1.0,,False,841,547
2,driver,Leclerc,27.2,144,,,,False,841,547
3,driver,Hamilton,25.8,140,,,,False,841,547
7,driver,Antonelli,20.2,120,,,,False,841,547
11,driver,Sainz,14.6,192,,1.0,,False,841,547
26,team,Williams,13.2,90,,1.0,,False,841,237
1,driver,Norris,28.6,155,,1.0,,False,841,237
2,driver,Leclerc,27.2,144,,,,False,841,237
3,driver,Hamilton,25.8,140,,,,False,841,237
7,driver,Antonelli,20.2,120,,,,False,841,237
11,driver,Sainz,14.6,192,,1.0,,False,841,237
26,team,Williams,13.2,90,,1.0,,False,841,149
1,driver,Norris,28.6,155,,1.0,,False,841,149
2,driver,Leclerc,27.2,144,,,,False,841,149
3,driver,Hamilton,25.8,140,,,,False,841,149
7,driver,Antonelli,20.2,120,,,,False,841,149
11,driver,Sainz,14.6,192,,1.0,,False,841,149
26,team,Williams,13.2,90,,1.0,,False,841,145
1,driver,Norris,28.6,155,,1.0,,False,841,145
2,driver,Leclerc,27.2,144,,,,False,841,145
3,driver,Hamilton,25.8,140,,,,False,841,145
7,driver,Antonelli,20.2,120,,,,False,841,145
11,driver,Sainz,14.6,192,,1.0,,False,841,145
26,team,Williams,13.2,90,,1.0,,False,837,9738
1,driver,Norris,28.6,155,,1.0,,False,837,9738
3,driver,Hamilton,25.8,140,,,,False,837,9738
4,driver,Piastri,24.4,131,,,,False,837,9738
5,driver,Russell,23.0,129,,,,False,837,9738
11,driver,Sainz,14.6,192,,1.0,,False,837,9738
26,team,Williams,13.2,90,,1.0,,False,837,9427
1,driver,Norris,28.6,155,,1.0,,False,837,9427
3,driver,Hamilton,25.8,140,,,,False,837,9427
4,driver,Piastri,24.4,131,,,,False,837,9427
5,driver,Russell,23.0,129,,,,False,837,9427
11,driver,Sainz,14.6,192,,1.0,,False,837,9427
26,team,Williams,13.2,90,,1.0,,False,837,9292
1,driver,Norris,28.6,155,,1.0,,False,837,9292
3,driver,Hamilton,25.8,140,,,,False,837,9292
4,driver,Piastri,24.4,131,,,,False,837,9292
5,driver,Russell,23.0,129,,,,False,837,9292
11,driver,Sainz,14.6,192,,1.0,,False,837,9292
26,team,Williams,13.2,90,,1.0,,False,837,8943
1,driver,Norris,28.6,155,,1.0,,False,837,8943
3,driver,Hamilton,25.8,140,,,,False,837,8943
4,driver,Piastri,24.4,131,,,,False,837,8943
5,driver,Russell,23.0,129,,,,False,837,8943
11,driver,Sainz,14.6,192,,1.0,,False,837,8943
26,team,Williams,13.2,90,,1.0,,False,837,8283
1,driver,Norris,28.6,155,,1.0,,False,837,8283
3,driver,Hamilton,25.8,140,,,,False,837,8283
4,driver,Piastri,24.4,131,,,,False,837,8283
5,driver,Russell,23.0,129,,,,False,837,8283
11,driver,Sainz,14.6,192,,1.0,,False,837,8283
26,team,Williams,13.2,90,,1.0,,False,837,8265
1,driver,Norris,28.6,155,,1.0,,False,837,8265
3,driver,Hamilton,25.8,140,,,,False,837,8265
4,driver,Piastri,24.4,131,,,,False,837,8265
5,driver,Russell,23.0,129,,,,False,837,8265
11,driver,Sainz,14.6,192,,1.0,,False,837,8265
26,team,Williams,13.2,90,,1.0,,False,837,8130
1,driver,Norris,28.6,155,,1.0,,False,837,8130
3,driver,Hamilton,25.8,140,,,,False,837,8130
4,driver,Piastri,24.4,131,,,,False,837,8130
5,driver,Russell,23.0,129,,,,False,837,8130
11,driver,Sainz,14.6,192,,1.0,,False,837,8130
26,team,Williams,13.2,90,,1.0,,False,837,4753
1,driver,Norris,28.6,155,,1.0,,False,837,4753
3,driver,Hamilton,25.8,140,,,,False,837,4753
4,driver,Piastri,24.4,131,,,,False,837,4753
5,driver,Russell,23.0,129,,,,False,837,4753
11,driver,Sainz,14.6,192,,1.0,,False,837,4753
26,team,Williams,13.2,90,,1.0,,False,837,4732
1,driver,Norris,28.6,155,,1.0,,False,837,4732
3,driver,Hamilton,25.8,140,,,,False,837,4732
4,driver,Piastri,24.4,131,,,,False,837,4732
5,driver,Russell,23.0,129,,,,False,837,4732
11,driver,Sainz,14.6,192,,1.0,,False,837,4732
26,team,Williams,13.2,90,,1.0,,False,837,4704
1,driver,Norris,28.6,155,,1.0,,False,837,4704
3,driver,Hamilton,25.8,140,,,,False,837,4704
4,driver,Piastri,24.4,131,,,,False,837,4704
5,driver,Russell,23.0,129,,,,False,837,4704
11,driver,Sainz,14.6,192,,1.0,,False,837,4704
26,team,Williams,13.2,90,,1.0,,False,837,4063
1,driver,Norris,28.6,155,,1.0,,False,837,4063
3,driver,Hamilton,25.8,140,,,,False,837,4063
