,type,name,salary,score,contract,include,exclude,locked,points,i
4,driver,Piastri,24.4,131,,,,False,852,80351
11,driver,Sainz,14.6,192,,1.0,,False,852,80351
26,team,Williams,13.2,90,,1.0,,False,852,80351
1,driver,Norris,28.6,155,,1.0,,False,852,80298
2,driver,Leclerc,27.2,144,,,,False,852,80298
3,driver,Hamilton,25.8,140,,,,False,852,80298
4,driver,Piastri,24.4,131,,,,False,852,80298
11,driver,Sainz,14.6,192,,1.0,,False,852,80298
26,team,Williams,13.2,90,,1.0,,False,852,80298
1,driver,Norris,28.6,155,,1.0,,False,852,80213
2,driver,Leclerc,27.2,144,,,,False,852,80213
3,driver,Hamilton,25.8,140,,,,False,852,80213
4,driver,Piastri,24.4,131,,,,False,852,80213
11,driver,Sainz,14.6,192,,1.0,,False,852,80213
26,team,Williams,13.2,90,,1.0,,False,852,80213
1,driver,Norris,28.6,155,,1.0,,False,852,78614
2,driver,Leclerc,27.2,144,,,,False,852,78614
3,driver,Hamilton,25.8,140,,,,False,852,78614
4,driver,Piastri,24.4,131,,,,False,852,78614
11,driver,Sainz,14.6,192,,1.0,,False,852,78614
26,team,Williams,13.2,90,,1.0,,False,852,78614
1,driver,Norris,28.6,155,,1.0,,False,852,78407
2,driver,Leclerc,27.2,144,,,,False,852,78407
3,driver,Hamilton,25.8,140,,,,False,852,78407
4,driver,Piastri,24.4,131,,,,False,852,78407
11,driver,Sainz,14.6,192,,1.0,,False,852,78407
26,team,Williams,13.2,90,,1.0,,False,852,78407
1,driver,Norris,28.6,155,,1.0,,False,852,78248
2,driver,Leclerc,27.2,144,,,,False,852,78248
3,driver,Hamilton,25.8,140,,,,False,852,78248
4,driver,Piastri,24.4,131,,,,False,852,78248
11,driver,Sainz,14.6,192,,1.0,,False,852,78248
26,team,Williams,13.2,90,,1.0,,False,852,78248
1,driver,Norris,28.6,155,,1.0,,False,852,78202
2,driver,Leclerc,27.2,144,,,,False,852,78202
3,driver,Hamilton,25.8,140,,,,False,852,78202
4,driver,Piastri,24.4,131,,,,False,852,78202
11,driver,Sainz,14.6,192,,1.0,,False,852,78202
26,team,Williams,13.2,90,,1.0,,False,852,78202
1,driver,Norris,28.6,155,,1.0,,False,852,77968
2,driver,Leclerc,27.2,144,,,,False,852,77968
3,driver,Hamilton,25.8,140,,,,False,852,77968
4,driver,Piastri,24.4,131,,,,False,852,77968
11,driver,Sainz,14.6,192,,1.0,,False,852,77968
26,team,Williams,13.2,90,,1.0,,False,852,77968
1,driver,Norris,28.6,155,,1.0,,False,852,77875
2,driver,Leclerc,27.2,144,,,,False,852,77875
3,driver,Hamilton,25.8,140,,,,False,852,77875
4,driver,Piastri,24.4,131,,,,False,852,77875
11,driver,Sainz,14.6,192,,1.0,,False,852,77875
26,team,Williams,13.2,90,,1.0,,False,852,77875
1,driver,Norris,28.6,155,,1.0,,False,852,77364
2,driver,Leclerc,27.2,144,,,,False,852,77364
3,driver,Hamilton,25.8,140,,,,False,852,77364
4,driver,Piastri,24.4,131,,,,False,852,77364
11,driver,Sainz,14.6,192,,1.0,,False,852,77364
26,team,Williams,13.2,90,,1.0,,False,852,77364
1,driver,Norris,28.6,155,,1.0,,False,852,76478
2,driver,Leclerc,27.2,144,,,,False,852,76478
3,driver,Hamilton,25.8,140,,,,False,852,76478
4,driver,Piastri,24.4,131,,,,False,852,76478
11,driver,Sainz,14.6,192,,1.0,,False,852,76478
26,team,Williams,13.2,90,,1.0,,False,852,76478
1,driver,Norris,28.6,155,,1.0,,False,852,75082
2,driver,Leclerc,27.2,144,,,,False,852,75082
3,driver,Hamilton,25.8,140,,,,False,852,75082
4,driver,Piastri,24.4,131,,,,False,852,75082
11,driver,Sainz,14.6,192,,1.0,,False,852,75082
26,team,Williams,13.2,90,,1.0,,False,852,75082
1,driver,Norris,28.6,155,,1.0,,False,852,75053
2,driver,Leclerc,27.2,144,,,,False,852,75053
3,driver,Hamilton,25.8,140,,,,False,852,75053
4,driver,Piastri,24.4,131,,,,False,852,75053
11,driver,Sainz,14.6,192,,1.0,,False,852,75053
26,team,Williams,13.2,90,,1.0,,False,852,75053
1,driver,Norris,28.6,155,,1.0,,False,852,74867
2,driver,Leclerc,27.2,144,,,,False,852,74867
3,driver,Hamilton,25.8,140,,,,False,852,74867
4,driver,Piastri,24.4,131,,,,False,852,74867
11,driver,Sainz,14.6,192,,1.0,,False,852,74867
26,team,Williams,13.2,90,,1.0,,False,852,74867
1,driver,Norris,28.6,155,,1.0,,False,852,73535
2,driver,Leclerc,27.2,144,,,,False,852,73535
3,driver,Hamilton,25.8,140,,,,False,852,73535
4,driver,Piastri,24.4,131,,,,False,852,73535
11,driver,Sainz,14.6,192,,1.0,,False,852,73535
26,team,Williams,13.2,90,,1.0,,False,852,73535
1,driver,Norris,28.6,155,,1.0,,False,852,73529
2,driver,Leclerc,27.2,144,,,,False,852,73529
3,driver,Hamilton,25.8,140,,,,False,852,73529
4,driver,Piastri,24.4,131,,,,False,852,73529
11,driver,Sainz,14.6,192,,1.0,,False,852,73529
26,team,Williams,13.2,90,,1.0,,False,852,73529
1,driver,Norris,28.6,155,,1.0,,False,852,73494
2,driver,Leclerc,27.2,144,,,,False,852,73494
3,driver,Hamilton,25.8,140,,,,False,852,73494
4,driver,Piastri,24.4,131,,,,False,852,73494
11,driver,Sainz,14.6,192,,1.0,,False,852,73494
26,team,Williams,13.2,90,,1.0,,False,852,73494
1,driver,Norris,28.6,155,,1.0,,False,852,73475
2,driver,Leclerc,27.2,144,,,,False,852,73475
3,driver,Hamilton,25.8,140,,,,False,852,73475
4,driver,Piastri,24.4,131,,,,False,852,73475
11,driver,Sainz,14.6,192,,1.0,,False,852,73475
26,team,Williams,13.2,90,,1.0,,False,852,73475
1,driver,Norris,28.6,155,,1.0,,False,852,72532
2,driver,Leclerc,27.2,144,,,,False,852,72532
3,driver,Hamilton,25.8,140,,,,False,852,72532
4,driver,Piastri,24.4,131,,,,False,852,72532
11,driver,Sainz,14.6,192,,1.0,,False,852,72532
26,team,Williams,13.2,90,,1.0,,False,852,72532
1,driver,Norris,28.6,155,,1.0,,False,852,72274
2,driver,Leclerc,27.2,144,,,,False,852,72274
3,driver,Hamilton,25.8,140,,,,False,852,72274
4,driver,Piastri,24.4,131,,,,False,852,72274
11,driver,Sainz,14.6,192,,1.0,,False,852,72274
26,team,Williams,13.2,90,,1.0,,False,852,72274
1,driver,Norris,28.6,155,,1.0,,False,852,72025
2,driver,Leclerc,27.2,144,,,,False,852,72025
3,driver,Hamilton,25.8,140,,,,False,852,72025
4,driver,Piastri,24.4,131,,,,False,852,72025
11,driver,Sainz,14.6,192,,1.0,,False,852,72025
26,team,Williams,13.2,90,,1.0,,False,852,72025
1,driver,Norris,28.6,155,,1.0,,False,852,71666
2,driver,Leclerc,27.2,144,,,,False,852,71666
3,driver,Hamilton,25.8,140,,,,False,852,71666
4,driver,Piastri,24.4,131,,,,False,852,71666
11,driver,Sainz,14.6,192,,1.0,,False,852,71666
26,team,Williams,13.2,90,,1.0,,False,852,71666
1,driver,Norris,28.6,155,,1.0,,False,852,71066
2,driver,Leclerc,27.2,144,,,,False,852,71066
3,driver,Hamilton,25.8,140,,,,False,852,71066
4,driver,Piastri,24.4,131,,,,False,852,71066
11,driver,Sainz,14.6,192,,1.0,,False,852,71066
26,team,Williams,13.2,90,,1.0,,False,852,71066
1,driver,Norris,28.6,155,,1.0,,False,852,70569
2,driver,Leclerc,27.2,144,,,,False,852,70569
3,driver,Hamilton,25.8,140,,,,False,852,70569
4,driver,Piastri,24.4,131,,,,False,852,70569
11,driver,Sainz,14.6,192,,1.0,,False,852,70569
26,team,Williams,13.2,90,,1.0,,False,852,70569
1,driver,Norris,28.6,155,,1.0,,False,852,70309
2,driver,Leclerc,27.2,144,,,,False,852,70309
3,driver,Hamilton,25.8,140,,,,False,852,70309
4,driver,Piastri,24.4,131,,,,False,852,70309
11,driver,Sainz,14.6,192,,1.0,,False,852,70309
26,team,Williams,13.2,90,,1.0,,False,852,70309
1,driver,Norris,28.6,155,,1.0,,False,852,69740
2,driver,Leclerc,27.2,144,,,,False,852,69740
3,driver,Hamilton,25.8,140,,,,False,852,69740
4,driver,Piastri,24.4,131,,,,False,852,69740
11,driver,Sainz,14.6,192,,1.0,,False,852,69740
26,team,Williams,13.2,90,,1.0,,False,852,69740
1,driver,Norris,28.6,155,,1.0,,False,852,69410
2,driver,Leclerc,27.2,144,,,,False,852,69410
3,driver,Hamilton,25.8,140,,,,False,852,69410
4,driver,Piastri,24.4,131,,,,False,852,69410
11,driver,Sainz,14.6,192,,1.0,,False,852,69410
26,team,Williams,13.2,90,,1.0,,False,852,69410
1,driver,Norris,28.6,155,,1.0,,False,852,69330
2,driver,Leclerc,27.2,144,,,,False,852,69330
3,driver,Hamilton,25.8,140,,,,False,852,69330
4,driver,Piastri,24.4,131,,,,False,852,69330
11,driver,Sainz,14.6,192,,1.0,,False,852,69330
26,team,Williams,13.2,90,,1.0,,False,852,69330
1,driver,Norris,28.6,155,,1.0,,False,852,69275
2,driver,Leclerc,27.2,144,,,,False,852,69275
3,driver,Hamilton,25.8,140,,,,False,852,69275
4,driver,Piastri,24.4,131,,,,False,852,69275
11,driver,Sainz,14.6,192,,1.0,,False,852,69275
26,team,Williams,13.2,90,,1.0,,False,852,69275
1,driver,Norris,28.6,155,,1.0,,False,852,68995
2,driver,Leclerc,27.2,144,,,,False,852,68995
3,driver,Hamilton,25.8,140,,,,False,852,68995
4,driver,Piastri,24.4,131,,,,False,852,68995
11,driver,Sainz,14.6,192,,1.0,,False,852,68995
26,team,Williams,13.2,90,,1.0,,False,852,68995
1,driver,Norris,28.6,155,,1.0,,False,852,68478
2,driver,Leclerc,27.2,144,,,,False,852,68478
3,driver,Hamilton,25.8,140,,,,False,852,68478
4,driver,Piastri,24.4,131,,,,False,852,68478
11,driver,Sainz,14.6,192,,1.0,,False,852,68478
26,team,Williams,13.2,90,,1.0,,False,852,68478
1,driver,Norris,28.6,155,,1.0,,False,852,68436
2,driver,Leclerc,27.2,144,,,,False,852,68436
3,driver,Hamilton,25.8,140,,,,False,852,68436
4,driver,Piastri,24.4,131,,,,False,852,68436
11,driver,Sainz,14.6,192,,1.0,,False,852,68436
26,team,Williams,13.2,90,,1.0,,False,852,68436
1,driver,Norris,28.6,155,,1.0,,False,852,65994
2,driver,Leclerc,27.2,144,,,,False,852,65994
3,driver,Hamilton,25.8,140,,,,False,852,65994
4,driver,Piastri,24.4,131,,,,False,852,65994
11,driver,Sainz,14.6,192,,1.0,,False,852,65994
26,team,Williams,13.2,90,,1.0,,False,852,65994
1,driver,Norris,28.6,155,,1.0,,False,852,65580
2,driver,Leclerc,27.2,144,,,,False,852,65580
3,driver,Hamilton,25.8,140,,,,False,852,65580
4,driver,Piastri,24.4,131,,,,False,852,65580
11,driver,Sainz,14.6,192,,1.0,,False,852,65580
26,team,Williams,13.2,90,,1.0,,False,852,65580
1,driver,Norris,28.6,155,,1.0,,False,852,64917
2,driver,Leclerc,27.2,144,,,,False,852,64917
3,driver,Hamilton,25.8,140,,,,False,852,64917
4,driver,Piastri,24.4,131,,,,False,852,64917
11,driver,Sainz,14.6,192,,1.0,,False,852,64917
26,team,Williams,13.2,90,,1.0,,False,852,64917
1,driver,Norris,28.6,155,,1.0,,False,852,63854
2,driver,Leclerc,27.2,144,,,,False,852,63854
3,driver,Hamilton,25.8,140,,,,False,852,63854
4,driver,Piastri,24.4,131,,,,False,852,63854
11,driver,Sainz,14.6,192,,1.0,,False,852,63854
26,team,Williams,13.2,90,,1.0,,False,852,63854
1,driver,Norris,28.6,155,,1.0,,False,852,63843
2,driver,Leclerc,27.2,144,,,,False,852,63843
3,driver,Hamilton,25.8,140,,,,False,852,63843
4,driver,Piastri,24.4,131,,,,False,852,63843
11,driver,Sainz,14.6,192,,1.0,,False,852,63843
26,team,Williams,13.2,90,,1.0,,False,852,63843
1,driver,Norris,28.6,155,,1.0,,False,852,63834
2,driver,Leclerc,27.2,144,,,,False,852,63834
3,driver,Hamilton,25.8,140,,,,False,852,63834
4,driver,Piastri,24.4,131,,,,False,852,63834
11,driver,Sainz,14.6,192,,1.0,,False,852,63834
26,team,Williams,13.2,90,,1.0,,False,852,63834
1,driver,Norris,28.6,155,,1.0,,False,852,63538
2,driver,Leclerc,27.2,144,,,,False,852,63538
3,driver,Hamilton,25.8,140,,,,False,852,63538
4,driver,Piastri,24.4,131,,,,False,852,63538
11,driver,Sainz,14.6,192,,1.0,,False,852,63538
26,team,Williams,13.2,90,,1.0,,False,852,63538
1,driver,Norris,28.6,155,,1.0,,False,852,63255
2,driver,Leclerc,27.2,144,,,,False,852,63255
3,driver,Hamilton,25.8,140,,,,False,852,63255
4,driver,Piastri,24.4,131,,,,False,852,63255
11,driver,Sainz,14.6,192,,1.0,,False,852,63255
26,team,Williams,13.2,90,,1.0,,False,852,63255
1,driver,Norris,28.6,155,,1.0,,False,852,62564
2,driver,Leclerc,27.2,144,,,,False,852,62564
3,driver,Hamilton,25.8,140,,,,False,852,62564
4,driver,Piastri,24.4,131,,,,False,852,62564
11,driver,Sainz,14.6,192,,1.0,,False,852,62564
26,team,Williams,13.2,90,,1.0,,False,852,62564
1,driver,Norris,28.6,155,,1.0,,False,852,61834
2,driver,Leclerc,27.2,144,,,,False,852,61834
3,driver,Hamilton,25.8,140,,,,False,852,61834
4,driver,Piastri,24.4,131,,,,False,852,61834
11,driver,Sainz,14.6,192,,1.0,,False,852,61834
26,team,Williams,13.2,90,,1.0,,False,852,61834
1,driver,Norris,28.6,155,,1.0,,False,852,61806
2,driver,Leclerc,27.2,144,,,,False,852,61806
3,driver,Hamilton,25.8,140,,,,False,852,61806
4,driver,Piastri,24.4,131,,,,False,852,61806
11,driver,Sainz,14.6,192,,1.0,,False,852,61806
26,team,Williams,13.2,90,,1.0,,False,852,61806
1,driver,Norris,28.6,155,,1.0,,False,852,61046
2,driver,Leclerc,27.2,144,,,,False,852,61046
3,driver,Hamilton,25.8,140,,,,False,852,61046
4,driver,Piastri,24.4,131,,,,False,852,61046
11,driver,Sainz,14.6,192,,1.0,,False,852,61046
26,team,Williams,13.2,90,,1.0,,False,852,61046
1,driver,Norris,28.6,155,,1.0,,False,852,60041
2,driver,Leclerc,27.2,144,,,,False,852,60041
3,driver,Hamilton,25.8,140,,,,False,852,60041
4,driver,Piastri,24.4,131,,,,False,852,60041
11,driver,Sainz,14.6,192,,1.0,,False,852,60041
26,team,Williams,13.2,90,,1.0,,False,852,60041
1,driver,Norris,28.6,155,,1.0,,False,852,59051
2,driver,Leclerc,27.2,144,,,,False,852,59051
3,driver,Hamilton,25.8,140,,,,False,852,59051
4,driver,Piastri,24.4,131,,,,False,852,59051
11,driver,Sainz,14.6,192,,1.0,,False,852,59051
26,team,Williams,13.2,90,,1.0,,False,852,59051
1,driver,Norris,28.6,155,,1.0,,False,852,59030
2,driver,Leclerc,27.2,144,,,,False,852,59030
3,driver,Hamilton,25.8,140,,,,False,852,59030
4,driver,Piastri,24.4,131,,,,False,852,59030
11,driver,Sainz,14.6,192,,1.0,,False,852,59030
26,team,Williams,13.2,90,,1.0,,False,852,59030
1,driver,Norris,28.6,155,,1.0,,False,852,58998
2,driver,Leclerc,27.2,144,,,,False,852,58998
3,driver,Hamilton,25.8,140,,,,False,852,58998
4,driver,Piastri,24.4,131,,,,False,852,58998
11,driver,Sainz,14.6,192,,1.0,,False,852,58998
26,team,Williams,13.2,90,,1.0,,False,852,58998
1,driver,Norris,28.6,155,,1.0,,False,852,58970
2,driver,Leclerc,27.2,144,,,,False,852,58970
3,driver,Hamilton,25.8,140,,,,False,852,58970
4,driver,Piastri,24.4,131,,,,False,852,58970
11,driver,Sainz,14.6,192,,1.0,,False,852,58970
26,team,Williams,13.2,90,,1.0,,False,852,58970
1,driver,Norris,28.6,155,,1.0,,False,852,58894
2,driver,Leclerc,27.2,144,,,,False,852,58894
3,driver,Hamilton,25.8,140,,,,False,852,58894
4,driver,Piastri,24.4,131,,,,False,852,58894
11,driver,Sainz,14.6,192,,1.0,,False,852,58894
26,team,Williams,13.2,90,,1.0,,False,852,58894
1,driver,Norris,28.6,155,,1.0,,False,852,58142
2,driver,Leclerc,27.2,144,,,,False,852,58142
3,driver,Hamilton,25.8,140,,,,False,852,58142
4,driver,Piastri,24.4,131,,,,False,852,58142
11,driver,Sainz,14.6,192,,1.0,,False,852,58142
26,team,Williams,13.2,90,,1.0,,False,852,58142
1,driver,Norris,28.6,155,,1.0,,False,852,58133
2,driver,Leclerc,27.2,144,,,,False,852,58133
3,driver,Hamilton,25.8,140,,,,False,852,58133
4,driver,Piastri,24.4,131,,,,False,852,58133
11,driver,Sainz,14.6,192,,1.0,,False,852,58133
26,team,Williams,13.2,90,,1.0,,False,852,58133
1,driver,Norris,28.6,155,,1.0,,False,852,56894
2,driver,Leclerc,27.2,144,,,,False,852,56894
3,driver,Hamilton,25.8,140,,,,False,852,56894
4,driver,Piastri,24.4,131,,,,False,852,56894
11,driver,Sainz,14.6,192,,1.0,,False,852,56894
26,team,Williams,13.2,90,,1.0,,False,852,56894
1,driver,Norris,28.6,155,,1.0,,False,852,56638
2,driver,Leclerc,27.2,144,,,,False,852,56638
3,driver,Hamilton,25.8,140,,,,False,852,56638
4,driver,Piastri,24.4,131,,,,False,852,56638
11,driver,Sainz,14.6,192,,1.0,,False,852,56638
26,team,Williams,13.2,90,,1.0,,False,852,56638
1,driver,Norris,28.6,155,,1.0,,False,852,56173
2,driver,Leclerc,27.2,144,,,,False,852,56173
3,driver,Hamilton,25.8,140,,,,False,852,56173
4,driver,Piastri,24.4,131,,,,False,852,56173
11,driver,Sainz,14.6,192,,1.0,,False,852,56173
26,team,Williams,13.2,90,,1.0,,False,852,56173
1,driver,Norris,28.6,155,,1.0,,False,852,56099
2,driver,Leclerc,27.2,144,,,,False,852,56099
3,driver,Hamilton,25.8,140,,,,False,852,56099
4,driver,Piastri,24.4,131,,,,False,852,56099
11,driver,Sainz,14.6,192,,1.0,,False,852,56099
26,team,Williams,13.2,90,,1.0,,False,852,56099
