,type,name,salary,score,contract,include,exclude,locked,points,i
1,driver,Norris,28.6,155,,1.0,,False,852,1318
2,driver,Leclerc,27.2,144,,,,False,852,1318
3,driver,Hamilton,25.8,140,,,,False,852,1318
4,driver,Piastri,24.4,131,,,,False,852,1318
11,driver,Sainz,14.6,192,,1.0,,False,852,1318
26,team,Williams,13.2,90,,1.0,,False,852,1248
1,driver,Norris,28.6,155,,1.0,,False,852,1248
2,driver,Leclerc,27.2,144,,,,False,852,1248
3,driver,Hamilton,25.8,140,,,,False,852,1248
4,driver,Piastri,24.4,131,,,,False,852,1248
11,driver,Sainz,14.6,192,,1.0,,False,852,1248
26,team,Williams,13.2,90,,1.0,,False,852,777
1,driver,Norris,28.6,155,,1.0,,False,852,777
2,driver,Leclerc,27.2,144,,,,False,852,777
3,driver,Hamilton,25.8,140,,,,False,852,777
4,driver,Piastri,24.4,131,,,,False,852,777
11,driver,Sainz,14.6,192,,1.0,,False,852,777
26,team,Williams,13.2,90,,1.0,,False,852,600
1,driver,Norris,28.6,155,,1.0,,False,852,600
2,driver,Leclerc,27.2,144,,,,False,852,600
3,driver,Hamilton,25.8,140,,,,False,852,600
4,driver,Piastri,24.4,131,,,,False,852,600
11,driver,Sainz,14.6,192,,1.0,,False,852,600
26,team,Williams,13.2,90,,1.0,,False,852,17
1,driver,Norris,28.6,155,,1.0,,False,852,17
2,driver,Leclerc,27.2,144,,,,False,852,17
3,driver,Hamilton,25.8,140,,,,False,852,17
4,driver,Piastri,24.4,131,,,,False,852,17
11,driver,Sainz,14.6,192,,1.0,,False,852,17
26,team,Williams,13.2,90,,1.0,,False,850,9618
1,driver,Norris,28.6,155,,1.0,,False,850,9618
2,driver,Leclerc,27.2,144,,,,False,850,9618
3,driver,Hamilton,25.8,140,,,,False,850,9618
5,driver,Russell,23.0,129,,,,False,850,9618
11,driver,Sainz,14.6,192,,1.0,,False,850,9618
26,team,Williams,13.2,90,,1.0,,False,850,8521
1,driver,Norris,28.6,155,,1.0,,False,850,8521
2,driver,Leclerc,27.2,144,,,,False,850,8521
3,driver,Hamilton,25.8,140,,,,False,850,8521
5,driver,Russell,23.0,129,,,,False,850,8521
11,driver,Sainz,14.6,192,,1.0,,False,850,8521
26,team,Williams,13.2,90,,1.0,,False,850,8117
1,driver,Norris,28.6,155,,1.0,,False,850,8117
2,driver,Leclerc,27.2,144,,,,False,850,8117
3,driver,Hamilton,25.8,140,,,,False,850,8117
5,driver,Russell,23.0,129,,,,False,850,8117
11,driver,Sainz,14.6,192,,1.0,,False,850,8117
26,team,Williams,13.2,90,,1.0,,False,850,7251
1,driver,Norris,28.6,155,,1.0,,False,850,7251
2,driver,Leclerc,27.2,144,,,,False,850,7251
3,driver,Hamilton,25.8,140,,,,False,850,7251
5,driver,Russell,23.0,129,,,,False,850,7251
11,driver,Sainz,14.6,192,,1.0,,False,850,7251
26,team,Williams,13.2,90,,1.0,,False,850,6477
1,driver,Norris,28.6,155,,1.0,,False,850,6477
2,driver,Leclerc,27.2,144,,,,False,850,6477
3,driver,Hamilton,25.8,140,,,,False,850,6477
5,driver,Russell,23.0,129,,,,False,850,6477
11,driver,Sainz,14.6,192,,1.0,,False,850,6477
26,team,Williams,13.2,90,,1.0,,False,850,6404
1,driver,Norris,28.6,155,,1.0,,False,850,6404
2,driver,Leclerc,27.2,144,,,,False,850,6404
3,driver,Hamilton,25.8,140,,,,False,850,6404
5,driver,Russell,23.0,129,,,,False,850,6404
11,driver,Sainz,14.6,192,,1.0,,False,850,6404
26,team,Williams,13.2,90,,1.0,,False,850,5970
1,driver,Norris,28.6,155,,1.0,,False,850,5970
2,driver,Leclerc,27.2,144,,,,False,850,5970
3,driver,Hamilton,25.8,140,,,,False,850,5970
5,driver,Russell,23.0,129,,,,False,850,5970
11,driver,Sainz,14.6,192,,1.0,,False,850,5970
26,team,Williams,13.2,90,,1.0,,False,850,5254
1,driver,Norris,28.6,155,,1.0,,False,850,5254
2,driver,Leclerc,27.2,144,,,,False,850,5254
3,driver,Hamilton,25.8,140,,,,False,850,5254
5,driver,Russell,23.0,129,,,,False,850,5254
11,driver,Sainz,14.6,192,,1.0,,False,850,5254
26,team,Williams,13.2,90,,1.0,,False,850,4773
1,driver,Norris,28.6,155,,1.0,,False,850,4773
2,driver,Leclerc,27.2,144,,,,False,850,4773
3,driver,Hamilton,25.8,140,,,,False,850,4773
5,driver,Russell,23.0,129,,,,False,850,4773
11,driver,Sainz,14.6,192,,1.0,,False,850,4773
26,team,Williams,13.2,90,,1.0,,False,850,4683
1,driver,Norris,28.6,155,,1.0,,False,850,4683
2,driver,Leclerc,27.2,144,,,,False,850,4683
3,driver,Hamilton,25.8,140,,,,False,850,4683
5,driver,Russell,23.0,129,,,,False,850,4683
11,driver,Sainz,14.6,192,,1.0,,False,850,4683
26,team,Williams,13.2,90,,1.0,,False,850,2409
1,driver,Norris,28.6,155,,1.0,,False,850,2409
2,driver,Leclerc,27.2,144,,,,False,850,2409
3,driver,Hamilton,25.8,140,,,,False,850,2409
5,driver,Russell,23.0,129,,,,False,850,2409
11,driver,Sainz,14.6,192,,1.0,,False,850,2409
26,team,Williams,13.2,90,,1.0,,False,850,1009
1,driver,Norris,28.6,155,,1.0,,False,850,1009
2,driver,Leclerc,27.2,144,,,,False,850,1009
3,driver,Hamilton,25.8,140,,,,False,850,1009
5,driver,Russell,23.0,129,,,,False,850,1009
11,driver,Sainz,14.6,192,,1.0,,False,850,1009
26,team,Williams,13.2,90,,1.0,,False,841,9726
1,driver,Norris,28.6,155,,1.0,,False,841,9726
2,driver,Leclerc,27.2,144,,,,False,841,9726
3,driver,Hamilton,25.8,140,,,,False,841,9726
7,driver,Antonelli,20.2,120,,,,False,841,9726
11,driver,Sainz,14.6,192,,1.0,,False,841,9726
26,team,Williams,13.2,90,,1.0,,False,841,9708
1,driver,Norris,28.6,155,,1.0,,False,841,9708
2,driver,Leclerc,27.2,144,,,,False,841,9708
3,driver,Hamilton,25.8,140,,,,False,841,9708
7,driver,Antonelli,20.2,120,,,,False,841,9708
11,driver,Sainz,14.6,192,,1.0,,False,841,9708
26,team,Williams,13.2,90,,1.0,,False,841,9707
1,driver,Norris,28.6,155,,1.0,,False,841,9707
2,driver,Leclerc,27.2,144,,,,False,841,9707
4,driver,Piastri,24.4,131,,,,False,841,9707
5,driver,Russell,23.0,129,,,,False,841,9707
11,driver,Sainz,14.6,192,,1.0,,False,841,9707
26,team,Williams,13.2,90,,1.0,,False,841,9575
1,driver,Norris,28.6,155,,1.0,,False,841,9575
2,driver,Leclerc,27.2,144,,,,False,841,9575
3,driver,Hamilton,25.8,140,,,,False,841,9575
7,driver,Antonelli,20.2,120,,,,False,841,9575
11,driver,Sainz,14.6,192,,1.0,,False,841,9575
26,team,Williams,13.2,90,,1.0,,False,841,8619
1,driver,Norris,28.6,155,,1.0,,False,841,8619
2,driver,Leclerc,27.2,144,,,,False,841,8619
3,driver,Hamilton,25.8,140,,,,False,841,8619
7,driver,Antonelli,20.2,120,,,,False,841,8619
11,driver,Sainz,14.6,192,,1.0,,False,841,8619
26,team,Williams,13.2,90,,1.0,,False,841,7784
1,driver,Norris,28.6,155,,1.0,,False,841,7784
2,driver,Leclerc,27.2,144,,,,False,841,7784
3,driver,Hamilton,25.8,140,,,,False,841,7784
7,driver,Antonelli,20.2,120,,,,False,841,7784
11,driver,Sainz,14.6,192,,1.0,,False,841,7784
26,team,Williams,13.2,90,,1.0,,False,841,7475
1,driver,Norris,28.6,155,,1.0,,False,841,7475
2,driver,Leclerc,27.2,144,,,,False,841,7475
4,driver,Piastri,24.4,131,,,,False,841,7475
5,driver,Russell,23.0,129,,,,False,841,7475
11,driver,Sainz,14.6,192,,1.0,,False,841,7475
26,team,Williams,13.2,90,,1.0,,False,841,7261
1,driver,Norris,28.6,155,,1.0,,False,841,7261
2,driver,Leclerc,27.2,144,,,,False,841,7261
4,driver,Piastri,24.4,131,,,,False,841,7261
5,driver,Russell,23.0,129,,,,False,841,7261
11,driver,Sainz,14.6,192,,1.0,,False,841,7261
26,team,Williams,13.2,90,,1.0,,False,841,6513
1,driver,Norris,28.6,155,,1.0,,False,841,6513
2,driver,Leclerc,27.2,144,,,,False,841,6513
4,driver,Piastri,24.4,131,,,,False,841,6513
5,driver,Russell,23.0,129,,,,False,841,6513
11,driver,Sainz,14.6,192,,1.0,,False,841,6513
26,team,Williams,13.2,90,,1.0,,False,841,6377
1,driver,Norris,28.6,155,,1.0,,False,841,6377
2,driver,Leclerc,27.2,144,,,,False,841,6377
3,driver,Hamilton,25.8,140,,,,False,841,6377
7,driver,Antonelli,20.2,120,,,,False,841,6377
11,driver,Sainz,14.6,192,,1.0,,False,841,6377
26,team,Williams,13.2,90,,1.0,,False,841,6351
1,driver,Norris,28.6,155,,1.0,,False,841,6351
2,driver,Leclerc,27.2,144,,,,False,841,6351
4,driver,Piastri,24.4,131,,,,False,841,6351
5,driver,Russell,23.0,129,,,,False,841,6351
11,driver,Sainz,14.6,192,,1.0,,False,841,6351
26,team,Williams,13.2,90,,1.0,,False,841,6143
1,driver,Norris,28.6,155,,1.0,,False,841,6143
2,driver,Leclerc,27.2,144,,,,False,841,6143
3,driver,Hamilton,25.8,140,,,,False,841,6143
7,driver,Antonelli,20.2,120,,,,False,841,6143
11,driver,Sainz,14.6,192,,1.0,,False,841,6143
26,team,Williams,13.2,90,,1.0,,False,841,5619
1,driver,Norris,28.6,155,,1.0,,False,841,5619
2,driver,Leclerc,27.2,144,,,,False,841,5619
4,driver,Piastri,24.4,131,,,,False,841,5619
5,driver,Russell,23.0,129,,,,False,841,5619
11,driver,Sainz,14.6,192,,1.0,,False,841,5619
26,team,Williams,13.2,90,,1.0,,False,841,5393
1,driver,Norris,28.6,155,,1.0,,False,841,5393
2,driver,Leclerc,27.2,144,,,,False,841,5393
3,driver,Hamilton,25.8,140,,,,False,841,5393
7,driver,Antonelli,20.2,120,,,,False,841,5393
11,driver,Sainz,14.6,192,,1.0,,False,841,5393
26,team,Williams,13.2,90,,1.0,,False,841,5157
1,driver,Norris,28.6,155,,1.0,,False,841,5157
2,driver,Leclerc,27.2,144,,,,False,841,5157
3,driver,Hamilton,25.8,140,,,,False,841,5157
7,driver,Antonelli,20.2,120,,,,False,841,5157
11,driver,Sainz,14.6,192,,1.0,,False,841,5157
26,team,Williams,13.2,90,,1.0,,False,841,5071
1,driver,Norris,28.6,155,,1.0,,False,841,5071
2,driver,Leclerc,27.2,144,,,,False,841,5071
4,driver,Piastri,24.4,131,,,,False,841,5071
5,driver,Russell,23.0,129,,,,False,841,5071
11,driver,Sainz,14.6,192,,1.0,,False,841,5071
26,team,Williams,13.2,90,,1.0,,False,841,4319
1,driver,Norris,28.6,155,,1.0,,False,841,4319
2,driver,Leclerc,27.2,144,,,,False,841,4319
4,driver,Piastri,24.4,131,,,,False,841,4319
5,driver,Russell,23.0,129,,,,False,841,4319
11,driver,Sainz,14.6,192,,1.0,,False,841,4319
26,team,Williams,13.2,90,,1.0,,False,841,4050
1,driver,Norris,28.6,155,,1.0,,False,841,4050
2,driver,Leclerc,27.2,144,,,,False,841,4050
4,driver,Piastri,24.4,131,,,,False,841,4050
5,driver,Russell,23.0,129,,,,False,841,4050
11,driver,Sainz,14.6,192,,1.0,,False,841,4050
26,team,Williams,13.2,90,,1.0,,False,841,3963
1,driver,Norris,28.6,155,,1.0,,False,841,3963
2,driver,Leclerc,27.2,144,,,,False,841,3963
4,driver,Piastri,24.4,131,,,,False,841,3963
5,driver,Russell,23.0,129,,,,False,841,3963
11,driver,Sainz,14.6,192,,1.0,,False,841,3963
26,team,Williams,13.2,90,,1.0,,False,841,3387
1,driver,Norris,28.6,155,,1.0,,False,841,3387
2,driver,Leclerc,27.2,144,,,,False,841,3387
4,driver,Piastri,24.4,131,,,,False,841,3387
5,driver,Russell,23.0,129,,,,False,841,3387
11,driver,Sainz,14.6,192,,1.0,,False,841,3387
26,team,Williams,13.2,90,,1.0,,False,841,3239
1,driver,Norris,28.6,155,,1.0,,False,841,3239
2,driver,Leclerc,27.2,144,,,,False,841,3239
3,driver,Hamilton,25.8,140,,,,False,841,3239
7,driver,Antonelli,20.2,120,,,,False,841,3239
11,driver,Sainz,14.6,192,,1.0,,False,841,3239
26,team,Williams,13.2,90,,1.0,,False,841,2547
1,driver,Norris,28.6,155,,1.0,,False,841,2547
2,driver,Leclerc,27.2,144,,,,False,841,2547
4,driver,Piastri,24.4,131,,,,False,841,2547
5,driver,Russell,23.0,129,,,,False,841,2547
11,driver,Sainz,14.6,192,,1.0,,False,841,2547
26,team,Williams,13.2,90,,1.0,,False,841,2379
1,driver,Norris,28.6,155,,1.0,,False,841,2379
2,driver,Leclerc,27.2,144,,,,False,841,2379
4,driver,Piastri,24.4,131,,,,False,841,2379
5,driver,Russell,23.0,129,,,,False,841,2379
11,driver,Sainz,14.6,192,,1.0,,False,841,2379
26,team,Williams,13.2,90,,1.0,,False,841,2285
1,driver,Norris,28.6,155,,1.0,,False,841,2285
2,driver,Leclerc,27.2,144,,,,False,841,2285
3,driver,Hamilton,25.8,140,,,,False,841,2285
7,driver,Antonelli,20.2,120,,,,False,841,2285
11,driver,Sainz,14.6,192,,1.0,,False,841,2285
26,team,Williams,13.2,90,,1.0,,False,841,2118
1,driver,Norris,28.6,155,,1.0,,False,841,2118
2,driver,Leclerc,27.2,144,,,,False,841,2118
3,driver,Hamilton,25.8,140,,,,False,841,2118
7,driver,Antonelli,20.2,120,,,,False,841,2118
11,driver,Sainz,14.6,192,,1.0,,False,841,2118
26,team,Williams,13.2,90,,1.0,,False,841,2020
1,driver,Norris,28.6,155,,1.0,,False,841,2020
2,driver,Leclerc,27.2,144,,,,False,841,2020
4,driver,Piastri,24.4,131,,,,False,841,2020
5,driver,Russell,23.0,129,,,,False,841,2020
11,driver,Sainz,14.6,192,,1.0,,False,841,2020
26,team,Williams,13.2,90,,1.0,,False,841,1964
1,driver,Norris,28.6,155,,1.0,,False,841,1964
2,driver,Leclerc,27.2,144,,,,False,841,1964
4,driver,Piastri,24.4,131,,,,False,841,1964
5,driver,Russell,23.0,129,,,,False,841,1964
11,driver,Sainz,14.6,192,,1.0,,False,841,1964
26,team,Williams,13.2,90,,1.0,,False,841,1569
1,driver,Norris,28.6,155,,1.0,,False,841,1569
2,driver,Leclerc,27.2,144,,,,False,841,1569
4,driver,Piastri,24.4,131,,,,False,841,1569
5,driver,Russell,23.0,129,,,,False,841,1569
11,driver,Sainz,14.6,192,,1.0,,False,841,1569
26,team,Williams,13.2,90,,1.0,,False,841,969
1,driver,Norris,28.6,155,,1.0,,False,841,969
2,driver,Leclerc,27.2,144,,,,False,841,969
4,driver,Piastri,24.4,131,,,,False,841,969
5,driver,Russell,23.0,129,,,,False,841,969
11,driver,Sainz,14.6,192,,1.0,,False,841,969
26,team,Williams,13.2,90,,1.0,,False,841,774
1,driver,Norris,28.6,155,,1.0,,False,841,774
2,driver,Leclerc,27.2,144,,,,False,841,774
4,driver,Piastri,24.4,131,,,,False,841,774
5,driver,Russell,23.0,129,,,,False,841,774
11,driver,Sainz,14.6,192,,1.0,,False,841,774
26,team,Williams,13.2,90,,1.0,,False,841,635
1,driver,Norris,28.6,155,,1.0,,False,841,635
2,driver,Leclerc,27.2,144,,,,False,841,635
4,driver,Piastri,24.4,131,,,,False,841,635
5,driver,Russell,23.0,129,,,,False,841,635
11,driver,Sainz,14.6,192,,1.0,,False,841,635
26,team,Williams,13.2,90,,1.0,,False,841,437
1,driver,Norris,28.6,155,,1.0,,False,841,437
2,driver,Leclerc,27.2,144,,,,False,841,437
3,driver,Hamilton,25.8,140,,,,False,841,437
7,driver,Antonelli,20.2,120,,,,False,841,437
11,driver,Sainz,14.6,192,,1.0,,False,841,437
26,team,Williams,13.2,90,,1.0,,False,841,168
1,driver,Norris,28.6,155,,1.0,,False,841,168
2,driver,Leclerc,27.2,144,,,,False,841,168
3,driver,Hamilton,25.8,140,,,,False,841,168
7,driver,Antonelli,20.2,120,,,,False,841,168
11,driver,Sainz,14.6,192,,1.0,,False,841,168
26,team,Williams,13.2,90,,1.0,,False,837,9335
1,driver,Norris,28.6,155,,1.0,,False,837,9335
3,driver,Hamilton,25.8,140,,,,False,837,9335
4,driver,Piastri,24.4,131,,,,False,837,9335
5,driver,Russell,23.0,129,,,,False,837,9335
11,driver,Sainz,14.6,192,,1.0,,False,837,9335
26,team,Williams,13.2,90,,1.0,,False,837,7265
1,driver,Norris,28.6,155,,1.0,,False,837,7265
3,driver,Hamilton,25.8,140,,,,False,837,7265
4,driver,Piastri,24.4,131,,,,False,837,7265
5,driver,Russell,23.0,129,,,,False,837,7265
11,driver,Sainz,14.6,192,,1.0,,False,837,7265
26,team,Williams,13.2,90,,1.0,,False,837,6614
1,driver,Norris,28.6,155,,1.0,,False,837,6614
3,driver,Hamilton,25.8,140,,,,False,837,6614
4,driver,Piastri,24.4,131,,,,False,837,6614
5,driver,Russell,23.0,129,,,,False,837,6614
11,driver,Sainz,14.6,192,,1.0,,False,837,6614
26,team,Williams,13.2,90,,1.0,,False,837,5740
1,driver,Norris,28.6,155,,1.0,,False,837,5740
3,driver,Hamilton,25.8,140,,,,False,837,5740
4,driver,Piastri,24.4,131,,,,False,837,5740
5,driver,Russell,23.0,129,,,,False,837,5740
11,driver,Sainz,14.6,192,,1.0,,False,837,5740
26,team,Williams,13.2,90,,1.0,,False,837,5720
1,driver,Norris,28.6,155,,1.0,,False,837,5720
3,driver,Hamilton,25.8,140,,,,False,837,5720
4,driver,Piastri,24.4,131,,,,False,837,5720
5,driver,Russell,23.0,129,,,,False,837,5720
11,driver,Sainz,14.6,192,,1.0,,False,837,5720
26,team,Williams,13.2,90,,1.0,,False,837,5398
1,driver,Norris,28.6,155,,1.0,,False,837,5398
3,driver,Hamilton,25.8,140,,,,False,837,5398
4,driver,Piastri,24.4,131,,,,False,837,5398
5,driver,Russell,23.0,129,,,,False,837,5398
11,driver,Sainz,14.6,192,,1.0,,False,837,5398
26,team,Williams,13.2,90,,1.0,,False,837,4638
1,driver,Norris,28.6,155,,1.0,,False,837,4638
3,driver,Hamilton,25.8,140,,,,False,837,4638
4,driver,Piastri,24.4,131,,,,False,837,4638
5,driver,Russell,23.0,129,,,,False,837,4638
11,driver,Sainz,14.6,192,,1.0,,False,837,4638
26,team,Williams,13.2,90,,1.0,,False,837,3406
1,driver,Norris,28.6,155,,1.0,,False,837,3406
3,driver,Hamilton,25.8,140,,,,False,837,3406
4,driver,Piastri,24.4,131,,,,False,837,3406
5,driver,Russell,23.0,129,,,,False,837,3406
11,driver,Sainz,14.6,192,,1.0,,False,837,3406
26,team,Williams,13.2,90,,1.0,,False,837,3141
1,driver,Norris,28.6,155,,1.0,,False,837,3141
3,driver,Hamilton,25.8,140,,,,False,837,3141
4,driver,Piastri,24.4,131,,,,False,837,3141
5,driver,Russell,23.0,129,,,,False,837,3141
11,driver,Sainz,14.6,192,,1.0,,False,837,3141
26,team,Williams,13.2,90,,1.0,,False,837,2436
1,driver,Norris,28.6,155,,1.0,,False,837,2436
3,driver,Hamilton,25.8,140,,,,False,837,2436
4,driver,Piastri,24.4,131,,,,False,837,2436
5,driver,Russell,23.0,129,,,,False,837,2436
11,driver,Sainz,14.6,192,,1.0,,False,837,2436
26,team,Williams,13.2,90,,1.0,,False,837,2335
1,driver,Norris,28.6,155,,1.0,,False,837,2335
3,driver,Hamilton,25.8,140,,,,False,837,2335
4,driver,Piastri,24.4,131,,,,False,837,2335
5,driver,Russell,23.0,129,,,,False,837,2335
11,driver,Sainz,14.6,192,,1.0,,False,837,2335
26,team,Williams,13.2,90,,1.0,,False,837,1836
1,driver,Norris,28.6,155,,1.0,,False,837,1836
3,driver,Hamilton,25.8,140,,,,False,837,1836
4,driver,Piastri,24.4,131,,,,False,837,1836
5,driver,Russell,23.0,129,,,,False,837,1836
11,driver,Sainz,14.6,192,,1.0,,False,837,1836
26,team,Williams,13.2,90,,1.0,,False,837,1065
1,driver,Norris,28.6,155,,1.0,,False,837,1065
3,driver,Hamilton,25.8,140,,,,False,837,1065
4,driver,Piastri,24.4,131,,,,False,837,1065
5,driver,Russell,23.0,129,,,,False,837,1065
11,driver,Sainz,14.6,192,,1.0,,False,837,1065
26,team,Williams,13.2,90,,1.0,,False,837,518
1,driver,Norris,28.6,155,,1.0,,False,837,518
3,driver,Hamilton,25.8,140,,,,False,837,518
4,driver,Piastri,24.4,131,,,,False,837,518
