,type,name,salary,score,contract,include,exclude,locked,points,i
26,team,Williams,13.2,90,,1.0,,False,852,6059
1,driver,Norris,28.6,155,,1.0,,False,852,6059
2,driver,Leclerc,27.2,144,,,,False,852,6059
3,driver,Hamilton,25.8,140,,,,False,852,6059
4,driver,Piastri,24.4,131,,,,False,852,6059
11,driver,Sainz,14.6,192,,1.0,,False,852,6059
26,team,Williams,13.2,90,,1.0,,False,852,5679
1,driver,Norris,28.6,155,,1.0,,False,852,5679
2,driver,Leclerc,27.2,144,,,,False,852,5679
3,driver,Hamilton,25.8,140,,,,False,852,5679
4,driver,Piastri,24.4,131,,,,False,852,5679
11,driver,Sainz,14.6,192,,1.0,,False,852,5679
26,team,Williams,13.2,90,,1.0,,False,852,5210
1,driver,Norris,28.6,155,,1.0,,False,852,5210
2,driver,Leclerc,27.2,144,,,,False,852,5210
3,driver,Hamilton,25.8,140,,,,False,852,5210
4,driver,Piastri,24.4,131,,,,False,852,5210
11,driver,Sainz,14.6,192,,1.0,,False,852,5210
26,team,Williams,13.2,90,,1.0,,False,852,3371
1,driver,Norris,28.6,155,,1.0,,False,852,3371
2,driver,Leclerc,27.2,144,,,,False,852,3371
3,driver,Hamilton,25.8,140,,,,False,852,3371
4,driver,Piastri,24.4,131,,,,False,852,3371
11,driver,Sainz,14.6,192,,1.0,,False,852,3371
26,team,Williams,13.2,90,,1.0,,False,852,2519
1,driver,Norris,28.6,155,,1.0,,False,852,2519
2,driver,Leclerc,27.2,144,,,,False,852,2519
3,driver,Hamilton,25.8,140,,,,False,852,2519
4,driver,Piastri,24.4,131,,,,False,852,2519
11,driver,Sainz,14.6,192,,1.0,,False,852,2519
26,team,Williams,13.2,90,,1.0,,False,852,1786
1,driver,Norris,28.6,155,,1.0,,False,852,1786
2,driver,Leclerc,27.2,144,,,,False,852,1786
3,driver,Hamilton,25.8,140,,,,False,852,1786
4,driver,Piastri,24.4,131,,,,False,852,1786
11,driver,Sainz,14.6,192,,1.0,,False,852,1786
26,team,Williams,13.2,90,,1.0,,False,852,1053
1,driver,Norris,28.6,155,,1.0,,False,852,1053
2,driver,Leclerc,27.2,144,,,,False,852,1053
3,driver,Hamilton,25.8,140,,,,False,852,1053
4,driver,Piastri,24.4,131,,,,False,852,1053
11,driver,Sainz,14.6,192,,1.0,,False,852,1053
26,team,Williams,13.2,90,,1.0,,False,852,635
1,driver,Norris,28.6,155,,1.0,,False,852,635
2,driver,Leclerc,27.2,144,,,,False,852,635
3,driver,Hamilton,25.8,140,,,,False,852,635
4,driver,Piastri,24.4,131,,,,False,852,635
11,driver,Sainz,14.6,192,,1.0,,False,852,635
26,team,Williams,13.2,90,,1.0,,False,852,612
1,driver,Norris,28.6,155,,1.0,,False,852,612
2,driver,Leclerc,27.2,144,,,,False,852,612
3,driver,Hamilton,25.8,140,,,,False,852,612
4,driver,Piastri,24.4,131,,,,False,852,612
11,driver,Sainz,14.6,192,,1.0,,False,852,612
26,team,Williams,13.2,90,,1.0,,False,852,589
1,driver,Norris,28.6,155,,1.0,,False,852,589
2,driver,Leclerc,27.2,144,,,,False,852,589
3,driver,Hamilton,25.8,140,,,,False,852,589
4,driver,Piastri,24.4,131,,,,False,852,589
11,driver,Sainz,14.6,192,,1.0,,False,852,589
26,team,Williams,13.2,90,,1.0,,False,852,518
1,driver,Norris,28.6,155,,1.0,,False,852,518
2,driver,Leclerc,27.2,144,,,,False,852,518
3,driver,Hamilton,25.8,140,,,,False,852,518
4,driver,Piastri,24.4,131,,,,False,852,518
11,driver,Sainz,14.6,192,,1.0,,False,852,518
26,team,Williams,13.2,90,,1.0,,False,850,9389
1,driver,Norris,28.6,155,,1.0,,False,850,9389
2,driver,Leclerc,27.2,144,,,,False,850,9389
3,driver,Hamilton,25.8,140,,,,False,850,9389
5,driver,Russell,23.0,129,,,,False,850,9389
11,driver,Sainz,14.6,192,,1.0,,False,850,9389
26,team,Williams,13.2,90,,1.0,,False,850,8579
1,driver,Norris,28.6,155,,1.0,,False,850,8579
2,driver,Leclerc,27.2,144,,,,False,850,8579
3,driver,Hamilton,25.8,140,,,,False,850,8579
5,driver,Russell,23.0,129,,,,False,850,8579
11,driver,Sainz,14.6,192,,1.0,,False,850,8579
26,team,Williams,13.2,90,,1.0,,False,850,8463
1,driver,Norris,28.6,155,,1.0,,False,850,8463
2,driver,Leclerc,27.2,144,,,,False,850,8463
3,driver,Hamilton,25.8,140,,,,False,850,8463
5,driver,Russell,23.0,129,,,,False,850,8463
11,driver,Sainz,14.6,192,,1.0,,False,850,8463
26,team,Williams,13.2,90,,1.0,,False,850,8347
1,driver,Norris,28.6,155,,1.0,,False,850,8347
2,driver,Leclerc,27.2,144,,,,False,850,8347
3,driver,Hamilton,25.8,140,,,,False,850,8347
5,driver,Russell,23.0,129,,,,False,850,8347
11,driver,Sainz,14.6,192,,1.0,,False,850,8347
26,team,Williams,13.2,90,,1.0,,False,850,8282
1,driver,Norris,28.6,155,,1.0,,False,850,8282
2,driver,Leclerc,27.2,144,,,,False,850,8282
3,driver,Hamilton,25.8,140,,,,False,850,8282
5,driver,Russell,23.0,129,,,,False,850,8282
11,driver,Sainz,14.6,192,,1.0,,False,850,8282
26,team,Williams,13.2,90,,1.0,,False,850,7173
1,driver,Norris,28.6,155,,1.0,,False,850,7173
2,driver,Leclerc,27.2,144,,,,False,850,7173
3,driver,Hamilton,25.8,140,,,,False,850,7173
5,driver,Russell,23.0,129,,,,False,850,7173
11,driver,Sainz,14.6,192,,1.0,,False,850,7173
26,team,Williams,13.2,90,,1.0,,False,850,7152
1,driver,Norris,28.6,155,,1.0,,False,850,7152
2,driver,Leclerc,27.2,144,,,,False,850,7152
3,driver,Hamilton,25.8,140,,,,False,850,7152
5,driver,Russell,23.0,129,,,,False,850,7152
11,driver,Sainz,14.6,192,,1.0,,False,850,7152
26,team,Williams,13.2,90,,1.0,,False,850,6275
1,driver,Norris,28.6,155,,1.0,,False,850,6275
2,driver,Leclerc,27.2,144,,,,False,850,6275
3,driver,Hamilton,25.8,140,,,,False,850,6275
5,driver,Russell,23.0,129,,,,False,850,6275
11,driver,Sainz,14.6,192,,1.0,,False,850,6275
26,team,Williams,13.2,90,,1.0,,False,850,5377
1,driver,Norris,28.6,155,,1.0,,False,850,5377
2,driver,Leclerc,27.2,144,,,,False,850,5377
3,driver,Hamilton,25.8,140,,,,False,850,5377
5,driver,Russell,23.0,129,,,,False,850,5377
11,driver,Sainz,14.6,192,,1.0,,False,850,5377
26,team,Williams,13.2,90,,1.0,,False,850,4729
1,driver,Norris,28.6,155,,1.0,,False,850,4729
2,driver,Leclerc,27.2,144,,,,False,850,4729
3,driver,Hamilton,25.8,140,,,,False,850,4729
5,driver,Russell,23.0,129,,,,False,850,4729
11,driver,Sainz,14.6,192,,1.0,,False,850,4729
26,team,Williams,13.2,90,,1.0,,False,850,4354
1,driver,Norris,28.6,155,,1.0,,False,850,4354
2,driver,Leclerc,27.2,144,,,,False,850,4354
3,driver,Hamilton,25.8,140,,,,False,850,4354
5,driver,Russell,23.0,129,,,,False,850,4354
11,driver,Sainz,14.6,192,,1.0,,False,850,4354
26,team,Williams,13.2,90,,1.0,,False,850,4073
1,driver,Norris,28.6,155,,1.0,,False,850,4073
2,driver,Leclerc,27.2,144,,,,False,850,4073
3,driver,Hamilton,25.8,140,,,,False,850,4073
5,driver,Russell,23.0,129,,,,False,850,4073
11,driver,Sainz,14.6,192,,1.0,,False,850,4073
26,team,Williams,13.2,90,,1.0,,False,850,4051
1,driver,Norris,28.6,155,,1.0,,False,850,4051
2,driver,Leclerc,27.2,144,,,,False,850,4051
3,driver,Hamilton,25.8,140,,,,False,850,4051
5,driver,Russell,23.0,129,,,,False,850,4051
11,driver,Sainz,14.6,192,,1.0,,False,850,4051
26,team,Williams,13.2,90,,1.0,,False,850,3817
1,driver,Norris,28.6,155,,1.0,,False,850,3817
2,driver,Leclerc,27.2,144,,,,False,850,3817
3,driver,Hamilton,25.8,140,,,,False,850,3817
5,driver,Russell,23.0,129,,,,False,850,3817
11,driver,Sainz,14.6,192,,1.0,,False,850,3817
26,team,Williams,13.2,90,,1.0,,False,850,3074
1,driver,Norris,28.6,155,,1.0,,False,850,3074
2,driver,Leclerc,27.2,144,,,,False,850,3074
3,driver,Hamilton,25.8,140,,,,False,850,3074
5,driver,Russell,23.0,129,,,,False,850,3074
11,driver,Sainz,14.6,192,,1.0,,False,850,3074
26,team,Williams,13.2,90,,1.0,,False,850,3067
1,driver,Norris,28.6,155,,1.0,,False,850,3067
2,driver,Leclerc,27.2,144,,,,False,850,3067
3,driver,Hamilton,25.8,140,,,,False,850,3067
5,driver,Russell,23.0,129,,,,False,850,3067
11,driver,Sainz,14.6,192,,1.0,,False,850,3067
26,team,Williams,13.2,90,,1.0,,False,850,2616
1,driver,Norris,28.6,155,,1.0,,False,850,2616
2,driver,Leclerc,27.2,144,,,,False,850,2616
3,driver,Hamilton,25.8,140,,,,False,850,2616
5,driver,Russell,23.0,129,,,,False,850,2616
11,driver,Sainz,14.6,192,,1.0,,False,850,2616
26,team,Williams,13.2,90,,1.0,,False,850,1128
1,driver,Norris,28.6,155,,1.0,,False,850,1128
2,driver,Leclerc,27.2,144,,,,False,850,1128
3,driver,Hamilton,25.8,140,,,,False,850,1128
5,driver,Russell,23.0,129,,,,False,850,1128
11,driver,Sainz,14.6,192,,1.0,,False,850,1128
26,team,Williams,13.2,90,,1.0,,False,841,9949
1,driver,Norris,28.6,155,,1.0,,False,841,9949
2,driver,Leclerc,27.2,144,,,,False,841,9949
3,driver,Hamilton,25.8,140,,,,False,841,9949
7,driver,Antonelli,20.2,120,,,,False,841,9949
11,driver,Sainz,14.6,192,,1.0,,False,841,9949
26,team,Williams,13.2,90,,1.0,,False,841,9238
1,driver,Norris,28.6,155,,1.0,,False,841,9238
2,driver,Leclerc,27.2,144,,,,False,841,9238
4,driver,Piastri,24.4,131,,,,False,841,9238
5,driver,Russell,23.0,129,,,,False,841,9238
11,driver,Sainz,14.6,192,,1.0,,False,841,9238
26,team,Williams,13.2,90,,1.0,,False,841,9140
1,driver,Norris,28.6,155,,1.0,,False,841,9140
2,driver,Leclerc,27.2,144,,,,False,841,9140
4,driver,Piastri,24.4,131,,,,False,841,9140
5,driver,Russell,23.0,129,,,,False,841,9140
11,driver,Sainz,14.6,192,,1.0,,False,841,9140
26,team,Williams,13.2,90,,1.0,,False,841,9131
1,driver,Norris,28.6,155,,1.0,,False,841,9131
2,driver,Leclerc,27.2,144,,,,False,841,9131
3,driver,Hamilton,25.8,140,,,,False,841,9131
7,driver,Antonelli,20.2,120,,,,False,841,9131
11,driver,Sainz,14.6,192,,1.0,,False,841,9131
26,team,Williams,13.2,90,,1.0,,False,841,9068
1,driver,Norris,28.6,155,,1.0,,False,841,9068
2,driver,Leclerc,27.2,144,,,,False,841,9068
3,driver,Hamilton,25.8,140,,,,False,841,9068
7,driver,Antonelli,20.2,120,,,,False,841,9068
11,driver,Sainz,14.6,192,,1.0,,False,841,9068
26,team,Williams,13.2,90,,1.0,,False,841,9058
1,driver,Norris,28.6,155,,1.0,,False,841,9058
2,driver,Leclerc,27.2,144,,,,False,841,9058
4,driver,Piastri,24.4,131,,,,False,841,9058
5,driver,Russell,23.0,129,,,,False,841,9058
11,driver,Sainz,14.6,192,,1.0,,False,841,9058
26,team,Williams,13.2,90,,1.0,,False,841,8655
1,driver,Norris,28.6,155,,1.0,,False,841,8655
2,driver,Leclerc,27.2,144,,,,False,841,8655
4,driver,Piastri,24.4,131,,,,False,841,8655
5,driver,Russell,23.0,129,,,,False,841,8655
11,driver,Sainz,14.6,192,,1.0,,False,841,8655
26,team,Williams,13.2,90,,1.0,,False,841,8247
1,driver,Norris,28.6,155,,1.0,,False,841,8247
2,driver,Leclerc,27.2,144,,,,False,841,8247
3,driver,Hamilton,25.8,140,,,,False,841,8247
7,driver,Antonelli,20.2,120,,,,False,841,8247
11,driver,Sainz,14.6,192,,1.0,,False,841,8247
26,team,Williams,13.2,90,,1.0,,False,841,8082
1,driver,Norris,28.6,155,,1.0,,False,841,8082
2,driver,Leclerc,27.2,144,,,,False,841,8082
4,driver,Piastri,24.4,131,,,,False,841,8082
5,driver,Russell,23.0,129,,,,False,841,8082
11,driver,Sainz,14.6,192,,1.0,,False,841,8082
26,team,Williams,13.2,90,,1.0,,False,841,7874
1,driver,Norris,28.6,155,,1.0,,False,841,7874
2,driver,Leclerc,27.2,144,,,,False,841,7874
3,driver,Hamilton,25.8,140,,,,False,841,7874
7,driver,Antonelli,20.2,120,,,,False,841,7874
11,driver,Sainz,14.6,192,,1.0,,False,841,7874
26,team,Williams,13.2,90,,1.0,,False,841,7694
1,driver,Norris,28.6,155,,1.0,,False,841,7694
2,driver,Leclerc,27.2,144,,,,False,841,7694
4,driver,Piastri,24.4,131,,,,False,841,7694
5,driver,Russell,23.0,129,,,,False,841,7694
11,driver,Sainz,14.6,192,,1.0,,False,841,7694
26,team,Williams,13.2,90,,1.0,,False,841,7347
1,driver,Norris,28.6,155,,1.0,,False,841,7347
2,driver,Leclerc,27.2,144,,,,False,841,7347
3,driver,Hamilton,25.8,140,,,,False,841,7347
7,driver,Antonelli,20.2,120,,,,False,841,7347
11,driver,Sainz,14.6,192,,1.0,,False,841,7347
26,team,Williams,13.2,90,,1.0,,False,841,7138
1,driver,Norris,28.6,155,,1.0,,False,841,7138
2,driver,Leclerc,27.2,144,,,,False,841,7138
4,driver,Piastri,24.4,131,,,,False,841,7138
5,driver,Russell,23.0,129,,,,False,841,7138
11,driver,Sainz,14.6,192,,1.0,,False,841,7138
26,team,Williams,13.2,90,,1.0,,False,841,6120
1,driver,Norris,28.6,155,,1.0,,False,841,6120
2,driver,Leclerc,27.2,144,,,,False,841,6120
4,driver,Piastri,24.4,131,,,,False,841,6120
5,driver,Russell,23.0,129,,,,False,841,6120
11,driver,Sainz,14.6,192,,1.0,,False,841,6120
26,team,Williams,13.2,90,,1.0,,False,841,5816
1,driver,Norris,28.6,155,,1.0,,False,841,5816
2,driver,Leclerc,27.2,144,,,,False,841,5816
4,driver,Piastri,24.4,131,,,,False,841,5816
5,driver,Russell,23.0,129,,,,False,841,5816
11,driver,Sainz,14.6,192,,1.0,,False,841,5816
26,team,Williams,13.2,90,,1.0,,False,841,5786
1,driver,Norris,28.6,155,,1.0,,False,841,5786
2,driver,Leclerc,27.2,144,,,,False,841,5786
3,driver,Hamilton,25.8,140,,,,False,841,5786
7,driver,Antonelli,20.2,120,,,,False,841,5786
11,driver,Sainz,14.6,192,,1.0,,False,841,5786
26,team,Williams,13.2,90,,1.0,,False,841,5691
1,driver,Norris,28.6,155,,1.0,,False,841,5691
2,driver,Leclerc,27.2,144,,,,False,841,5691
3,driver,Hamilton,25.8,140,,,,False,841,5691
7,driver,Antonelli,20.2,120,,,,False,841,5691
11,driver,Sainz,14.6,192,,1.0,,False,841,5691
26,team,Williams,13.2,90,,1.0,,False,841,5449
1,driver,Norris,28.6,155,,1.0,,False,841,5449
2,driver,Leclerc,27.2,144,,,,False,841,5449
3,driver,Hamilton,25.8,140,,,,False,841,5449
7,driver,Antonelli,20.2,120,,,,False,841,5449
11,driver,Sainz,14.6,192,,1.0,,False,841,5449
26,team,Williams,13.2,90,,1.0,,False,841,5304
1,driver,Norris,28.6,155,,1.0,,False,841,5304
2,driver,Leclerc,27.2,144,,,,False,841,5304
3,driver,Hamilton,25.8,140,,,,False,841,5304
7,driver,Antonelli,20.2,120,,,,False,841,5304
11,driver,Sainz,14.6,192,,1.0,,False,841,5304
26,team,Williams,13.2,90,,1.0,,False,841,5079
1,driver,Norris,28.6,155,,1.0,,False,841,5079
2,driver,Leclerc,27.2,144,,,,False,841,5079
4,driver,Piastri,24.4,131,,,,False,841,5079
5,driver,Russell,23.0,129,,,,False,841,5079
11,driver,Sainz,14.6,192,,1.0,,False,841,5079
26,team,Williams,13.2,90,,1.0,,False,841,5075
1,driver,Norris,28.6,155,,1.0,,False,841,5075
2,driver,Leclerc,27.2,144,,,,False,841,5075
3,driver,Hamilton,25.8,140,,,,False,841,5075
7,driver,Antonelli,20.2,120,,,,False,841,5075
11,driver,Sainz,14.6,192,,1.0,,False,841,5075
26,team,Williams,13.2,90,,1.0,,False,841,4782
1,driver,Norris,28.6,155,,1.0,,False,841,4782
2,driver,Leclerc,27.2,144,,,,False,841,4782
4,driver,Piastri,24.4,131,,,,False,841,4782
5,driver,Russell,23.0,129,,,,False,841,4782
11,driver,Sainz,14.6,192,,1.0,,False,841,4782
26,team,Williams,13.2,90,,1.0,,False,841,4781
1,driver,Norris,28.6,155,,1.0,,False,841,4781
2,driver,Leclerc,27.2,144,,,,False,841,4781
3,driver,Hamilton,25.8,140,,,,False,841,4781
7,driver,Antonelli,20.2,120,,,,False,841,4781
11,driver,Sainz,14.6,192,,1.0,,False,841,4781
26,team,Williams,13.2,90,,1.0,,False,841,4762
1,driver,Norris,28.6,155,,1.0,,False,841,4762
2,driver,Leclerc,27.2,144,,,,False,841,4762
4,driver,Piastri,24.4,131,,,,False,841,4762
5,driver,Russell,23.0,129,,,,False,841,4762
11,driver,Sainz,14.6,192,,1.0,,False,841,4762
26,team,Williams,13.2,90,,1.0,,False,841,4717
1,driver,Norris,28.6,155,,1.0,,False,841,4717
2,driver,Leclerc,27.2,144,,,,False,841,4717
4,driver,Piastri,24.4,131,,,,False,841,4717
5,driver,Russell,23.0,129,,,,False,841,4717
11,driver,Sainz,14.6,192,,1.0,,False,841,4717
26,team,Williams,13.2,90,,1.0,,False,841,4436
1,driver,Norris,28.6,155,,1.0,,False,841,4436
2,driver,Leclerc,27.2,144,,,,False,841,4436
3,driver,Hamilton,25.8,140,,,,False,841,4436
7,driver,Antonelli,20.2,120,,,,False,841,4436
11,driver,Sainz,14.6,192,,1.0,,False,841,4436
26,team,Williams,13.2,90,,1.0,,False,841,4014
1,driver,Norris,28.6,155,,1.0,,False,841,4014
2,driver,Leclerc,27.2,144,,,,False,841,4014
3,driver,Hamilton,25.8,140,,,,False,841,4014
7,driver,Antonelli,20.2,120,,,,False,841,4014
11,driver,Sainz,14.6,192,,1.0,,False,841,4014
26,team,Williams,13.2,90,,1.0,,False,841,3853
1,driver,Norris,28.6,155,,1.0,,False,841,3853
2,driver,Leclerc,27.2,144,,,,False,841,3853
3,driver,Hamilton,25.8,140,,,,False,841,3853
7,driver,Antonelli,20.2,120,,,,False,841,3853
11,driver,Sainz,14.6,192,,1.0,,False,841,3853
26,team,Williams,13.2,90,,1.0,,False,841,3553
1,driver,Norris,28.6,155,,1.0,,False,841,3553
2,driver,Leclerc,27.2,144,,,,False,841,3553
4,driver,Piastri,24.4,131,,,,False,841,3553
5,driver,Russell,23.0,129,,,,False,841,3553
11,driver,Sainz,14.6,192,,1.0,,False,841,3553
26,team,Williams,13.2,90,,1.0,,False,841,3537
1,driver,Norris,28.6,155,,1.0,,False,841,3537
2,driver,Leclerc,27.2,144,,,,False,841,3537
3,driver,Hamilton,25.8,140,,,,False,841,3537
7,driver,Antonelli,20.2,120,,,,False,841,3537
11,driver,Sainz,14.6,192,,1.0,,False,841,3537
26,team,Williams,13.2,90,,1.0,,False,841,3462
1,driver,Norris,28.6,155,,1.0,,False,841,3462
2,driver,Leclerc,27.2,144,,,,False,841,3462
3,driver,Hamilton,25.8,140,,,,False,841,3462
7,driver,Antonelli,20.2,120,,,,False,841,3462
11,driver,Sainz,14.6,192,,1.0,,False,841,3462
26,team,Williams,13.2,90,,1.0,,False,841,3289
1,driver,Norris,28.6,155,,1.0,,False,841,3289
2,driver,Leclerc,27.2,144,,,,False,841,3289
3,driver,Hamilton,25.8,140,,,,False,841,3289
7,driver,Antonelli,20.2,120,,,,False,841,3289
11,driver,Sainz,14.6,192,,1.0,,False,841,3289
26,team,Williams,13.2,90,,1.0,,False,841,2649
1,driver,Norris,28.6,155,,1.0,,False,841,2649
2,driver,Leclerc,27.2,144,,,,False,841,2649
4,driver,Piastri,24.4,131,,,,False,841,2649
5,driver,Russell,23.0,129,,,,False,841,2649
11,driver,Sainz,14.6,192,,1.0,,False,841,2649
26,team,Williams,13.2,90,,1.0,,False,841,1888
1,driver,Norris,28.6,155,,1.0,,False,841,1888
2,driver,Leclerc,27.2,144,,,,False,841,1888
4,driver,Piastri,24.4,131,,,,False,841,1888
5,driver,Russell,23.0,129,,,,False,841,1888
11,driver,Sainz,14.6,192,,1.0,,False,841,1888
26,team,Williams,13.2,90,,1.0,,False,841,1708
1,driver,Norris,28.6,155,,1.0,,False,841,1708
2,driver,Leclerc,27.2,144,,,,False,841,1708
3,driver,Hamilton,25.8,140,,,,False,841,1708
7,driver,Antonelli,20.2,120,,,,False,841,1708
11,driver,Sainz,14.6,192,,1.0,,False,841,1708
26,team,Williams,13.2,90,,1.0,,False,841,1541
1,driver,Norris,28.6,155,,1.0,,False,841,1541
2,driver,Leclerc,27.2,144,,,,False,841,1541
3,driver,Hamilton,25.8,140,,,,False,841,1541
7,driver,Antonelli,20.2,120,,,,False,841,1541
11,driver,Sainz,14.6,192,,1.0,,False,841,1541
26,team,Williams,13.2,90,,1.0,,False,841,1491
1,driver,Norris,28.6,155,,1.0,,False,841,1491
2,driver,Leclerc,27.2,144,,,,False,841,1491
4,driver,Piastri,24.4,131,,,,False,841,1491
5,driver,Russell,23.0,129,,,,False,841,1491
11,driver,Sainz,14.6,192,,1.0,,False,841,1491
26,team,Williams,13.2,90,,1.0,,False,841,1142
1,driver,Norris,28.6,155,,1.0,,False,841,1142
2,driver,Leclerc,27.2,144,,,,False,841,1142
4,driver,Piastri,24.4,131,,,,False,841,1142
5,driver,Russell,23.0,129,,,,False,841,1142
11,driver,Sainz,14.6,192,,1.0,,False,841,1142
26,team,Williams,13.2,90,,1.0,,False,841,930
1,driver,Norris,28.6,155,,1.0,,False,841,930
2,driver,Leclerc,27.2,144,,,,False,841,930
3,driver,Hamilton,25.8,140,,,,False,841,930
7,driver,Antonelli,20.2,120,,,,False,841,930
11,driver,Sainz,14.6,192,,1.0,,False,841,930
26,team,Williams,13.2,90,,1.0,,False,841,482
1,driver,Norris,28.6,155,,1.0,,False,841,482
2,driver,Leclerc,27.2,144,,,,False,841,482
3,driver,Hamilton,25.8,140,,,,False,841,482
7,driver,Antonelli,20.2,120,,,,False,841,482
11,driver,Sainz,14.6,192,,1.0,,False,841,482
26,team,Williams,13.2,90,,1.0,,False,841,410
1,driver,Norris,28.6,155,,1.0,,False,841,410
2,driver,Leclerc,27.2,144,,,,False,841,410
3,driver,Hamilton,25.8,140,,,,False,841,410
7,driver,Antonelli,20.2,120,,,,False,841,410
11,driver,Sainz,14.6,192,,1.0,,False,841,410
26,team,Williams,13.2,90,,1.0,,False,837,9146
1,driver,Norris,28.6,155,,1.0,,False,837,9146
3,driver,Hamilton,25.8,140,,,,False,837,9146
4,driver,Piastri,24.4,131,,,,False,837,9146
5,driver,Russell,23.0,129,,,,False,837,9146
11,driver,Sainz,14.6,192,,1.0,,False,837,9146
26,team,Williams,13.2,90,,1.0,,False,837,8314
1,driver,Norris,28.6,155,,1.0,,False,837,8314
3,driver,Hamilton,25.8,140,,,,False,837,8314
4,driver,Piastri,24.4,131,,,,False,837,8314
5,driver,Russell,23.0,129,,,,False,837,8314
11,driver,Sainz,14.6,192,,1.0,,False,837,8314
26,team,Williams,13.2,90,,1.0,,False,837,8158
1,driver,Norris,28.6,155,,1.0,,False,837,8158
3,driver,Hamilton,25.8,140,,,,False,837,8158
4,driver,Piastri,24.4,131,,,,False,837,8158
5,driver,Russell,23.0,129,,,,False,837,8158
11,driver,Sainz,14.6,192,,1.0,,False,837,8158
26,team,Williams,13.2,90,,1.0,,False,837,7834
1,driver,Norris,28.6,155,,1.0,,False,837,7834
3,driver,Hamilton,25.8,140,,,,False,837,7834
4,driver,Piastri,24.4,131,,,,False,837,7834
5,driver,Russell,23.0,129,,,,False,837,7834
11,driver,Sainz,14.6,192,,1.0,,False,837,7834
26,team,Williams,13.2,90,,1.0,,False,837,6853
1,driver,Norris,28.6,155,,1.0,,False,837,6853
3,driver,Hamilton,25.8,140,,,,False,837,6853
4,driver,Piastri,24.4,131,,,,False,837,6853
5,driver,Russell,23.0,129,,,,False,837,6853
11,driver,Sainz,14.6,192,,1.0,,False,837,6853
26,team,Williams,13.2,90,,1.0,,False,837,6511
1,driver,Norris,28.6,155,,1.0,,False,837,6511
3,driver,Hamilton,25.8,140,,,,False,837,6511
4,driver,Piastri,24.4,131,,,,False,837,6511
5,driver,Russell,23.0,129,,,,False,837,6511
11,driver,Sainz,14.6,192,,1.0,,False,837,6511
26,team,Williams,13.2,90,,1.0,,False,837,5853
1,driver,Norris,28.6,155,,1.0,,False,837,5853
3,driver,Hamilton,25.8,140,,,,False,837,5853
4,driver,Piastri,24.4,131,,,,False,837,5853
5,driver,Russell,23.0,129,,,,False,837,5853
11,driver,Sainz,14.6,192,,1.0,,False,837,5853
26,team,Williams,13.2,90,,1.0,,False,837,5637
1,driver,Norris,28.6,155,,1.0,,False,837,5637
3,driver,Hamilton,25.8,140,,,,False,837,5637
4,driver,Piastri,24.4,131,,,,False,837,5637
5,driver,Russell,23.0,129,,,,False,837,5637
11,driver,Sainz,14.6,192,,1.0,,False,837,5637
26,team,Williams,13.2,90,,1.0,,False,837,3816
1,driver,Norris,28.6,155,,1.0,,False,837,3816
3,driver,Hamilton,25.8,140,,,,False,837,3816
