,type,name,salary,score,contract,include,exclude,locked,points,i
3,driver,Hamilton,25.8,140,,,,False,852,78355
4,driver,Piastri,24.4,131,,,,False,852,78355
11,driver,Sainz,14.6,192,,1.0,,False,852,78355
26,team,Williams,13.2,90,,1.0,,False,852,76853
1,driver,Norris,28.6,155,,1.0,,False,852,76853
2,driver,Leclerc,27.2,144,,,,False,852,76853
3,driver,Hamilton,25.8,140,,,,False,852,76853
4,driver,Piastri,24.4,131,,,,False,852,76853
11,driver,Sainz,14.6,192,,1.0,,False,852,76853
26,team,Williams,13.2,90,,1.0,,False,852,76631
1,driver,Norris,28.6,155,,1.0,,False,852,76631
2,driver,Leclerc,27.2,144,,,,False,852,76631
3,driver,Hamilton,25.8,140,,,,False,852,76631
4,driver,Piastri,24.4,131,,,,False,852,76631
11,driver,Sainz,14.6,192,,1.0,,False,852,76631
26,team,Williams,13.2,90,,1.0,,False,852,75349
1,driver,Norris,28.6,155,,1.0,,False,852,75349
2,driver,Leclerc,27.2,144,,,,False,852,75349
3,driver,Hamilton,25.8,140,,,,False,852,75349
4,driver,Piastri,24.4,131,,,,False,852,75349
11,driver,Sainz,14.6,192,,1.0,,False,852,75349
26,team,Williams,13.2,90,,1.0,,False,852,74336
1,driver,Norris,28.6,155,,1.0,,False,852,74336
2,driver,Leclerc,27.2,144,,,,False,852,74336
3,driver,Hamilton,25.8,140,,,,False,852,74336
4,driver,Piastri,24.4,131,,,,False,852,74336
11,driver,Sainz,14.6,192,,1.0,,False,852,74336
26,team,Williams,13.2,90,,1.0,,False,852,73894
1,driver,Norris,28.6,155,,1.0,,False,852,73894
2,driver,Leclerc,27.2,144,,,,False,852,73894
3,driver,Hamilton,25.8,140,,,,False,852,73894
4,driver,Piastri,24.4,131,,,,False,852,73894
11,driver,Sainz,14.6,192,,1.0,,False,852,73894
26,team,Williams,13.2,90,,1.0,,False,852,73474
1,driver,Norris,28.6,155,,1.0,,False,852,73474
2,driver,Leclerc,27.2,144,,,,False,852,73474
3,driver,Hamilton,25.8,140,,,,False,852,73474
4,driver,Piastri,24.4,131,,,,False,852,73474
11,driver,Sainz,14.6,192,,1.0,,False,852,73474
26,team,Williams,13.2,90,,1.0,,False,852,73347
1,driver,Norris,28.6,155,,1.0,,False,852,73347
2,driver,Leclerc,27.2,144,,,,False,852,73347
3,driver,Hamilton,25.8,140,,,,False,852,73347
4,driver,Piastri,24.4,131,,,,False,852,73347
11,driver,Sainz,14.6,192,,1.0,,False,852,73347
26,team,Williams,13.2,90,,1.0,,False,852,73279
1,driver,Norris,28.6,155,,1.0,,False,852,73279
2,driver,Leclerc,27.2,144,,,,False,852,73279
3,driver,Hamilton,25.8,140,,,,False,852,73279
4,driver,Piastri,24.4,131,,,,False,852,73279
11,driver,Sainz,14.6,192,,1.0,,False,852,73279
26,team,Williams,13.2,90,,1.0,,False,852,72748
1,driver,Norris,28.6,155,,1.0,,False,852,72748
2,driver,Leclerc,27.2,144,,,,False,852,72748
3,driver,Hamilton,25.8,140,,,,False,852,72748
4,driver,Piastri,24.4,131,,,,False,852,72748
11,driver,Sainz,14.6,192,,1.0,,False,852,72748
26,team,Williams,13.2,90,,1.0,,False,852,72524
1,driver,Norris,28.6,155,,1.0,,False,852,72524
2,driver,Leclerc,27.2,144,,,,False,852,72524
3,driver,Hamilton,25.8,140,,,,False,852,72524
4,driver,Piastri,24.4,131,,,,False,852,72524
11,driver,Sainz,14.6,192,,1.0,,False,852,72524
26,team,Williams,13.2,90,,1.0,,False,852,71792
1,driver,Norris,28.6,155,,1.0,,False,852,71792
2,driver,Leclerc,27.2,144,,,,False,852,71792
3,driver,Hamilton,25.8,140,,,,False,852,71792
4,driver,Piastri,24.4,131,,,,False,852,71792
11,driver,Sainz,14.6,192,,1.0,,False,852,71792
26,team,Williams,13.2,90,,1.0,,False,852,71452
1,driver,Norris,28.6,155,,1.0,,False,852,71452
2,driver,Leclerc,27.2,144,,,,False,852,71452
3,driver,Hamilton,25.8,140,,,,False,852,71452
4,driver,Piastri,24.4,131,,,,False,852,71452
11,driver,Sainz,14.6,192,,1.0,,False,852,71452
26,team,Williams,13.2,90,,1.0,,False,852,70585
1,driver,Norris,28.6,155,,1.0,,False,852,70585
2,driver,Leclerc,27.2,144,,,,False,852,70585
3,driver,Hamilton,25.8,140,,,,False,852,70585
4,driver,Piastri,24.4,131,,,,False,852,70585
11,driver,Sainz,14.6,192,,1.0,,False,852,70585
26,team,Williams,13.2,90,,1.0,,False,852,69967
1,driver,Norris,28.6,155,,1.0,,False,852,69967
2,driver,Leclerc,27.2,144,,,,False,852,69967
3,driver,Hamilton,25.8,140,,,,False,852,69967
4,driver,Piastri,24.4,131,,,,False,852,69967
11,driver,Sainz,14.6,192,,1.0,,False,852,69967
26,team,Williams,13.2,90,,1.0,,False,852,69912
1,driver,Norris,28.6,155,,1.0,,False,852,69912
2,driver,Leclerc,27.2,144,,,,False,852,69912
3,driver,Hamilton,25.8,140,,,,False,852,69912
4,driver,Piastri,24.4,131,,,,False,852,69912
11,driver,Sainz,14.6,192,,1.0,,False,852,69912
26,team,Williams,13.2,90,,1.0,,False,852,69318
1,driver,Norris,28.6,155,,1.0,,False,852,69318
2,driver,Leclerc,27.2,144,,,,False,852,69318
3,driver,Hamilton,25.8,140,,,,False,852,69318
4,driver,Piastri,24.4,131,,,,False,852,69318
11,driver,Sainz,14.6,192,,1.0,,False,852,69318
26,team,Williams,13.2,90,,1.0,,False,852,69176
1,driver,Norris,28.6,155,,1.0,,False,852,69176
2,driver,Leclerc,27.2,144,,,,False,852,69176
3,driver,Hamilton,25.8,140,,,,False,852,69176
4,driver,Piastri,24.4,131,,,,False,852,69176
11,driver,Sainz,14.6,192,,1.0,,False,852,69176
26,team,Williams,13.2,90,,1.0,,False,852,69140
1,driver,Norris,28.6,155,,1.0,,False,852,69140
2,driver,Leclerc,27.2,144,,,,False,852,69140
3,driver,Hamilton,25.8,140,,,,False,852,69140
4,driver,Piastri,24.4,131,,,,False,852,69140
11,driver,Sainz,14.6,192,,1.0,,False,852,69140
26,team,Williams,13.2,90,,1.0,,False,852,67794
1,driver,Norris,28.6,155,,1.0,,False,852,67794
2,driver,Leclerc,27.2,144,,,,False,852,67794
3,driver,Hamilton,25.8,140,,,,False,852,67794
4,driver,Piastri,24.4,131,,,,False,852,67794
11,driver,Sainz,14.6,192,,1.0,,False,852,67794
26,team,Williams,13.2,90,,1.0,,False,852,66073
1,driver,Norris,28.6,155,,1.0,,False,852,66073
2,driver,Leclerc,27.2,144,,,,False,852,66073
3,driver,Hamilton,25.8,140,,,,False,852,66073
4,driver,Piastri,24.4,131,,,,False,852,66073
11,driver,Sainz,14.6,192,,1.0,,False,852,66073
26,team,Williams,13.2,90,,1.0,,False,852,65932
1,driver,Norris,28.6,155,,1.0,,False,852,65932
2,driver,Leclerc,27.2,144,,,,False,852,65932
3,driver,Hamilton,25.8,140,,,,False,852,65932
4,driver,Piastri,24.4,131,,,,False,852,65932
11,driver,Sainz,14.6,192,,1.0,,False,852,65932
26,team,Williams,13.2,90,,1.0,,False,852,64980
1,driver,Norris,28.6,155,,1.0,,False,852,64980
2,driver,Leclerc,27.2,144,,,,False,852,64980
3,driver,Hamilton,25.8,140,,,,False,852,64980
4,driver,Piastri,24.4,131,,,,False,852,64980
11,driver,Sainz,14.6,192,,1.0,,False,852,64980
26,team,Williams,13.2,90,,1.0,,False,852,64834
1,driver,Norris,28.6,155,,1.0,,False,852,64834
2,driver,Leclerc,27.2,144,,,,False,852,64834
3,driver,Hamilton,25.8,140,,,,False,852,64834
4,driver,Piastri,24.4,131,,,,False,852,64834
11,driver,Sainz,14.6,192,,1.0,,False,852,64834
26,team,Williams,13.2,90,,1.0,,False,852,64761
1,driver,Norris,28.6,155,,1.0,,False,852,64761
2,driver,Leclerc,27.2,144,,,,False,852,64761
3,driver,Hamilton,25.8,140,,,,False,852,64761
4,driver,Piastri,24.4,131,,,,False,852,64761
11,driver,Sainz,14.6,192,,1.0,,False,852,64761
26,team,Williams,13.2,90,,1.0,,False,852,63416
1,driver,Norris,28.6,155,,1.0,,False,852,63416
2,driver,Leclerc,27.2,144,,,,False,852,63416
3,driver,Hamilton,25.8,140,,,,False,852,63416
4,driver,Piastri,24.4,131,,,,False,852,63416
11,driver,Sainz,14.6,192,,1.0,,False,852,63416
26,team,Williams,13.2,90,,1.0,,False,852,62575
1,driver,Norris,28.6,155,,1.0,,False,852,62575
2,driver,Leclerc,27.2,144,,,,False,852,62575
3,driver,Hamilton,25.8,140,,,,False,852,62575
4,driver,Piastri,24.4,131,,,,False,852,62575
11,driver,Sainz,14.6,192,,1.0,,False,852,62575
26,team,Williams,13.2,90,,1.0,,False,852,62541
1,driver,Norris,28.6,155,,1.0,,False,852,62541
2,driver,Leclerc,27.2,144,,,,False,852,62541
3,driver,Hamilton,25.8,140,,,,False,852,62541
4,driver,Piastri,24.4,131,,,,False,852,62541
11,driver,Sainz,14.6,192,,1.0,,False,852,62541
26,team,Williams,13.2,90,,1.0,,False,852,62395
1,driver,Norris,28.6,155,,1.0,,False,852,62395
2,driver,Leclerc,27.2,144,,,,False,852,62395
3,driver,Hamilton,25.8,140,,,,False,852,62395
4,driver,Piastri,24.4,131,,,,False,852,62395
11,driver,Sainz,14.6,192,,1.0,,False,852,62395
26,team,Williams,13.2,90,,1.0,,False,852,62324
1,driver,Norris,28.6,155,,1.0,,False,852,62324
2,driver,Leclerc,27.2,144,,,,False,852,62324
3,driver,Hamilton,25.8,140,,,,False,852,62324
4,driver,Piastri,24.4,131,,,,False,852,62324
11,driver,Sainz,14.6,192,,1.0,,False,852,62324
26,team,Williams,13.2,90,,1.0,,False,852,61953
1,driver,Norris,28.6,155,,1.0,,False,852,61953
2,driver,Leclerc,27.2,144,,,,False,852,61953
3,driver,Hamilton,25.8,140,,,,False,852,61953
4,driver,Piastri,24.4,131,,,,False,852,61953
11,driver,Sainz,14.6,192,,1.0,,False,852,61953
26,team,Williams,13.2,90,,1.0,,False,852,61043
1,driver,Norris,28.6,155,,1.0,,False,852,61043
2,driver,Leclerc,27.2,144,,,,False,852,61043
3,driver,Hamilton,25.8,140,,,,False,852,61043
4,driver,Piastri,24.4,131,,,,False,852,61043
11,driver,Sainz,14.6,192,,1.0,,False,852,61043
26,team,Williams,13.2,90,,1.0,,False,852,60786
1,driver,Norris,28.6,155,,1.0,,False,852,60786
2,driver,Leclerc,27.2,144,,,,False,852,60786
3,driver,Hamilton,25.8,140,,,,False,852,60786
4,driver,Piastri,24.4,131,,,,False,852,60786
11,driver,Sainz,14.6,192,,1.0,,False,852,60786
26,team,Williams,13.2,90,,1.0,,False,852,60257
1,driver,Norris,28.6,155,,1.0,,False,852,60257
2,driver,Leclerc,27.2,144,,,,False,852,60257
3,driver,Hamilton,25.8,140,,,,False,852,60257
4,driver,Piastri,24.4,131,,,,False,852,60257
11,driver,Sainz,14.6,192,,1.0,,False,852,60257
26,team,Williams,13.2,90,,1.0,,False,852,60251
1,driver,Norris,28.6,155,,1.0,,False,852,60251
2,driver,Leclerc,27.2,144,,,,False,852,60251
3,driver,Hamilton,25.8,140,,,,False,852,60251
4,driver,Piastri,24.4,131,,,,False,852,60251
11,driver,Sainz,14.6,192,,1.0,,False,852,60251
26,team,Williams,13.2,90,,1.0,,False,852,59718
1,driver,Norris,28.6,155,,1.0,,False,852,59718
2,driver,Leclerc,27.2,144,,,,False,852,59718
3,driver,Hamilton,25.8,140,,,,False,852,59718
4,driver,Piastri,24.4,131,,,,False,852,59718
11,driver,Sainz,14.6,192,,1.0,,False,852,59718
26,team,Williams,13.2,90,,1.0,,False,852,59243
1,driver,Norris,28.6,155,,1.0,,False,852,59243
2,driver,Leclerc,27.2,144,,,,False,852,59243
3,driver,Hamilton,25.8,140,,,,False,852,59243
4,driver,Piastri,24.4,131,,,,False,852,59243
11,driver,Sainz,14.6,192,,1.0,,False,852,59243
26,team,Williams,13.2,90,,1.0,,False,852,58451
1,driver,Norris,28.6,155,,1.0,,False,852,58451
2,driver,Leclerc,27.2,144,,,,False,852,58451
3,driver,Hamilton,25.8,140,,,,False,852,58451
4,driver,Piastri,24.4,131,,,,False,852,58451
11,driver,Sainz,14.6,192,,1.0,,False,852,58451
26,team,Williams,13.2,90,,1.0,,False,852,58218
1,driver,Norris,28.6,155,,1.0,,False,852,58218
2,driver,Leclerc,27.2,144,,,,False,852,58218
3,driver,Hamilton,25.8,140,,,,False,852,58218
4,driver,Piastri,24.4,131,,,,False,852,58218
11,driver,Sainz,14.6,192,,1.0,,False,852,58218
26,team,Williams,13.2,90,,1.0,,False,852,57642
1,driver,Norris,28.6,155,,1.0,,False,852,57642
2,driver,Leclerc,27.2,144,,,,False,852,57642
3,driver,Hamilton,25.8,140,,,,False,852,57642
4,driver,Piastri,24.4,131,,,,False,852,57642
11,driver,Sainz,14.6,192,,1.0,,False,852,57642
26,team,Williams,13.2,90,,1.0,,False,852,57561
1,driver,Norris,28.6,155,,1.0,,False,852,57561
2,driver,Leclerc,27.2,144,,,,False,852,57561
3,driver,Hamilton,25.8,140,,,,False,852,57561
4,driver,Piastri,24.4,131,,,,False,852,57561
11,driver,Sainz,14.6,192,,1.0,,False,852,57561
26,team,Williams,13.2,90,,1.0,,False,852,57384
1,driver,Norris,28.6,155,,1.0,,False,852,57384
2,driver,Leclerc,27.2,144,,,,False,852,57384
3,driver,Hamilton,25.8,140,,,,False,852,57384
4,driver,Piastri,24.4,131,,,,False,852,57384
11,driver,Sainz,14.6,192,,1.0,,False,852,57384
26,team,Williams,13.2,90,,1.0,,False,852,56083
1,driver,Norris,28.6,155,,1.0,,False,852,56083
2,driver,Leclerc,27.2,144,,,,False,852,56083
3,driver,Hamilton,25.8,140,,,,False,852,56083
4,driver,Piastri,24.4,131,,,,False,852,56083
11,driver,Sainz,14.6,192,,1.0,,False,852,56083
26,team,Williams,13.2,90,,1.0,,False,852,56058
1,driver,Norris,28.6,155,,1.0,,False,852,56058
2,driver,Leclerc,27.2,144,,,,False,852,56058
3,driver,Hamilton,25.8,140,,,,False,852,56058
4,driver,Piastri,24.4,131,,,,False,852,56058
11,driver,Sainz,14.6,192,,1.0,,False,852,56058
26,team,Williams,13.2,90,,1.0,,False,852,55558
1,driver,Norris,28.6,155,,1.0,,False,852,55558
2,driver,Leclerc,27.2,144,,,,False,852,55558
3,driver,Hamilton,25.8,140,,,,False,852,55558
4,driver,Piastri,24.4,131,,,,False,852,55558
11,driver,Sainz,14.6,192,,1.0,,False,852,55558
26,team,Williams,13.2,90,,1.0,,False,852,54603
1,driver,Norris,28.6,155,,1.0,,False,852,54603
2,driver,Leclerc,27.2,144,,,,False,852,54603
3,driver,Hamilton,25.8,140,,,,False,852,54603
4,driver,Piastri,24.4,131,,,,False,852,54603
11,driver,Sainz,14.6,192,,1.0,,False,852,54603
26,team,Williams,13.2,90,,1.0,,False,852,54000
1,driver,Norris,28.6,155,,1.0,,False,852,54000
2,driver,Leclerc,27.2,144,,,,False,852,54000
3,driver,Hamilton,25.8,140,,,,False,852,54000
4,driver,Piastri,24.4,131,,,,False,852,54000
11,driver,Sainz,14.6,192,,1.0,,False,852,54000
26,team,Williams,13.2,90,,1.0,,False,852,53513
1,driver,Norris,28.6,155,,1.0,,False,852,53513
2,driver,Leclerc,27.2,144,,,,False,852,53513
3,driver,Hamilton,25.8,140,,,,False,852,53513
4,driver,Piastri,24.4,131,,,,False,852,53513
11,driver,Sainz,14.6,192,,1.0,,False,852,53513
26,team,Williams,13.2,90,,1.0,,False,852,51785
1,driver,Norris,28.6,155,,1.0,,False,852,51785
2,driver,Leclerc,27.2,144,,,,False,852,51785
3,driver,Hamilton,25.8,140,,,,False,852,51785
4,driver,Piastri,24.4,131,,,,False,852,51785
11,driver,Sainz,14.6,192,,1.0,,False,852,51785
26,team,Williams,13.2,90,,1.0,,False,852,50114
1,driver,Norris,28.6,155,,1.0,,False,852,50114
2,driver,Leclerc,27.2,144,,,,False,852,50114
3,driver,Hamilton,25.8,140,,,,False,852,50114
4,driver,Piastri,24.4,131,,,,False,852,50114
11,driver,Sainz,14.6,192,,1.0,,False,852,50114
26,team,Williams,13.2,90,,1.0,,False,852,49886
1,driver,Norris,28.6,155,,1.0,,False,852,49886
2,driver,Leclerc,27.2,144,,,,False,852,49886
3,driver,Hamilton,25.8,140,,,,False,852,49886
4,driver,Piastri,24.4,131,,,,False,852,49886
11,driver,Sainz,14.6,192,,1.0,,False,852,49886
26,team,Williams,13.2,90,,1.0,,False,852,48568
1,driver,Norris,28.6,155,,1.0,,False,852,48568
2,driver,Leclerc,27.2,144,,,,False,852,48568
3,driver,Hamilton,25.8,140,,,,False,852,48568
4,driver,Piastri,24.4,131,,,,False,852,48568
11,driver,Sainz,14.6,192,,1.0,,False,852,48568
26,team,Williams,13.2,90,,1.0,,False,852,48463
1,driver,Norris,28.6,155,,1.0,,False,852,48463
2,driver,Leclerc,27.2,144,,,,False,852,48463
3,driver,Hamilton,25.8,140,,,,False,852,48463
4,driver,Piastri,24.4,131,,,,False,852,48463
11,driver,Sainz,14.6,192,,1.0,,False,852,48463
26,team,Williams,13.2,90,,1.0,,False,852,48390
1,driver,Norris,28.6,155,,1.0,,False,852,48390
2,driver,Leclerc,27.2,144,,,,False,852,48390
3,driver,Hamilton,25.8,140,,,,False,852,48390
4,driver,Piastri,24.4,131,,,,False,852,48390
11,driver,Sainz,14.6,192,,1.0,,False,852,48390
